"Sequence","Name","ApiName","Status","Description","EffectiveFromDate","EffectiveToDate","CurrencyIsoCode","CriteriaExpressionType","CriteriaHumanReadable","ValidationMessage","RawJSON","SourceUAT_Id"
"10","Customer must already own or be purchasing DeliverNow Base RJ07315_5","customerMustAlreadyOwnOrBePurchasingDelivernowBaseRj07315_5","Active","Automate Intelligent Capture
(DM-DLN-RSS-DELIWM)","2026-01-19T19:04:00.000+0000","","USD","All","[0] ItemProductCode ? DM-DLN-RSS-DELIWM","","{""usageSubType"":""Transaction"",""sequence"":10,""criteriaExpressionType"":""All"",""apiName"":""customerMustAlreadyOwnOrBePurchasingDelivernowBaseRj07315_5"",""endDate"":null,""criteria"":[{""sourceDataType"":""String"",""conditionExpression"":null,""sourceValues"":[""DM-DLN-RSS-DELIWM""],""sourceContextTagName"":""ItemProductCode"",""sourceInformation"":[{""type"":""Tag"",""name"":""ProductBasedOn"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""Product"",""values"":{""values"":[""DM-DLN-RSS-DELIWM""]}},{""type"":""Enum"",""name"":""ProductType"",""values"":{""values"":[""Static""]}},{""type"":""Tag"",""name"":""ProductName"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ItemPath"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ParentPRCPath"",""values"":{""values"":[null]}}],""sourceOperator"":""Equals"",""conditions"":[],""criteriaIndex"":1}],""scope"":""Transaction"",""name"":""Customer must already own or be purchasing DeliverNow Base RJ07315_5"",""description"":""Automate Intelligent Capture\n(DM-DLN-RSS-DELIWM)"",""actions"":[{""targetValues"":[""01tWC00000DD1B9YAL""],""targetInformation"":[{""type"":""Tag"",""name"":""ProductBasedOn"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""Product"",""values"":{""values"":[""01tWC00000DD1B9YAL""]}},{""type"":""Enum"",""name"":""ProductType"",""values"":{""values"":[""Static""]}},{""type"":""Tag"",""name"":""ProductName"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ItemPath"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ParentPRCPath"",""values"":{""values"":[null]}}],""targetDataType"":null,""message"":""Customer must already own or be purchasing DeliverNow Base (Automate Intelligent Capture)"",""targetOperator"":""Equals"",""actionType"":""Requires"",""sequence"":1,""actionParameters"":[],""targetContextTagName"":""Product"",""messageType"":""Warning"",""name"":""RuleAction0"",""behaviorTypeLock"":null,""actionParametersExpression"":null}],""startDate"":""2026-01-19T19:04:00"",""status"":""Active""}","14OWC000001rzsn2AA"
"10","Customer must already own or be purchasing DeliverNow Base RJ07315_6","customerMustAlreadyOwnOrBePurchasingDelivernowBaseRj07315_6","Active","Lvl1: Message Management Suite
(DM-DLN-RSS-DELIWM_LIC)","2026-01-19T19:04:00.000+0000","","USD","All","[0] ItemProductCode ? DM-DLN-RSS-DELIWM_LIC","","{""usageSubType"":""Transaction"",""sequence"":10,""criteriaExpressionType"":""All"",""apiName"":""customerMustAlreadyOwnOrBePurchasingDelivernowBaseRj07315_6"",""endDate"":null,""criteria"":[{""sourceDataType"":""String"",""conditionExpression"":null,""sourceValues"":[""DM-DLN-RSS-DELIWM_LIC""],""sourceContextTagName"":""ItemProductCode"",""sourceInformation"":[{""type"":""Tag"",""name"":""ProductBasedOn"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""Product"",""values"":{""values"":[""DM-DLN-RSS-DELIWM_LIC""]}},{""type"":""Enum"",""name"":""ProductType"",""values"":{""values"":[""Static""]}},{""type"":""Tag"",""name"":""ProductName"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ItemPath"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ParentPRCPath"",""values"":{""values"":[null]}}],""sourceOperator"":""Equals"",""conditions"":[],""criteriaIndex"":1}],""scope"":""Transaction"",""name"":""Customer must already own or be purchasing DeliverNow Base RJ07315_6"",""description"":""Lvl1: Message Management Suite\n(DM-DLN-RSS-DELIWM_LIC)"",""actions"":[{""targetValues"":[""01tWC00000DD1B9YAL""],""targetInformation"":[{""type"":""Tag"",""name"":""ProductBasedOn"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""Product"",""values"":{""values"":[""01tWC00000DD1B9YAL""]}},{""type"":""Enum"",""name"":""ProductType"",""values"":{""values"":[""Static""]}},{""type"":""Tag"",""name"":""ProductName"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ItemPath"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ParentPRCPath"",""values"":{""values"":[null]}}],""targetDataType"":null,""message"":""Customer must already own or be purchasing DeliverNow Base (RJ07315)."",""targetOperator"":""Equals"",""actionType"":""Requires"",""sequence"":1,""actionParameters"":[],""targetContextTagName"":""Product"",""messageType"":""Warning"",""name"":""RuleAction0"",""behaviorTypeLock"":null,""actionParametersExpression"":null}],""startDate"":""2026-01-19T19:04:00"",""status"":""Active""}","14OWC000001rzuP2AQ"
"10","Customer must already own or purchase alongside PL0104","customerMustAlreadyOwnOrPurchaseAlongsidePl0104","Active","","2026-01-19T19:04:00.000+0000","","USD","All","[0] ItemProductCode ? BP-ETM-RSSH-OPENSU","","{""usageSubType"":""Transaction"",""sequence"":10,""criteriaExpressionType"":""All"",""apiName"":""customerMustAlreadyOwnOrPurchaseAlongsidePl0104"",""endDate"":null,""criteria"":[{""sourceDataType"":""String"",""conditionExpression"":null,""sourceValues"":[""BP-ETM-RSSH-OPENSU""],""sourceContextTagName"":""ItemProductCode"",""sourceInformation"":[{""type"":""Tag"",""name"":""ProductBasedOn"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""Product"",""values"":{""values"":[""BP-ETM-RSSH-OPENSU""]}},{""type"":""Enum"",""name"":""ProductType"",""values"":{""values"":[""Static""]}},{""type"":""Tag"",""name"":""ProductName"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ItemPath"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ParentPRCPath"",""values"":{""values"":[null]}}],""sourceOperator"":""Equals"",""conditions"":[],""criteriaIndex"":1}],""scope"":""Transaction"",""name"":""Customer must already own or purchase alongside PL0104"",""description"":"""",""actions"":[{""targetValues"":[""01tWC00000DD1TlYAL""],""targetInformation"":[{""type"":""Tag"",""name"":""ProductBasedOn"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""Product"",""values"":{""values"":[""01tWC00000DD1TlYAL""]}},{""type"":""Enum"",""name"":""ProductType"",""values"":{""values"":[""Static""]}},{""type"":""Tag"",""name"":""ProductName"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ItemPath"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ParentPRCPath"",""values"":{""values"":[null]}}],""targetDataType"":null,""message"":""Customer must already own or purchase alongside DLP"",""targetOperator"":""Equals"",""actionType"":""Requires"",""sequence"":1,""actionParameters"":[],""targetContextTagName"":""Product"",""messageType"":""Warning"",""name"":""RuleAction0"",""behaviorTypeLock"":null,""actionParametersExpression"":null}],""startDate"":""2026-01-19T19:04:00"",""status"":""Active""}","14OWC000001rzkj2AA"
"10","Customer must already own or purchase alongside PL0125","customerMustAlreadyOwnOrPurchaseAlongsidePl0125","Active","","2026-01-19T19:04:00.000+0000","","USD","All","[0] ItemProductCode ? BP-TSE-RMS-DARKCC","","{""usageSubType"":""Transaction"",""sequence"":10,""criteriaExpressionType"":""All"",""apiName"":""customerMustAlreadyOwnOrPurchaseAlongsidePl0125"",""endDate"":null,""criteria"":[{""sourceDataType"":""String"",""conditionExpression"":null,""sourceValues"":[""BP-TSE-RMS-DARKCC""],""sourceContextTagName"":""ItemProductCode"",""sourceInformation"":[{""type"":""Tag"",""name"":""ProductBasedOn"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""Product"",""values"":{""values"":[""BP-TSE-RMS-DARKCC""]}},{""type"":""Enum"",""name"":""ProductType"",""values"":{""values"":[""Static""]}},{""type"":""Tag"",""name"":""ProductName"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ItemPath"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ParentPRCPath"",""values"":{""values"":[null]}}],""sourceOperator"":""Equals"",""conditions"":[],""criteriaIndex"":1}],""scope"":""Transaction"",""name"":""Customer must already own or purchase alongside PL0125"",""description"":"""",""actions"":[{""targetValues"":[""01tWC00000DD19XYAT""],""targetInformation"":[{""type"":""Tag"",""name"":""ProductBasedOn"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""Product"",""values"":{""values"":[""01tWC00000DD19XYAT""]}},{""type"":""Enum"",""name"":""ProductType"",""values"":{""values"":[""Static""]}},{""type"":""Tag"",""name"":""ProductName"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ItemPath"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ParentPRCPath"",""values"":{""values"":[null]}}],""targetDataType"":null,""message"":""Customer must already own or purchase alongside Automate Administration License Fee"",""targetOperator"":""Equals"",""actionType"":""Requires"",""sequence"":1,""actionParameters"":[],""targetContextTagName"":""Product"",""messageType"":""Warning"",""name"":""RuleAction0"",""behaviorTypeLock"":null,""actionParametersExpression"":null}],""startDate"":""2026-01-19T19:04:00"",""status"":""Active""}","14OWC000001rzmL2AQ"
"10","Customer must own or be quoted SEQUEL SMB Bundle BI02025","customerMustOwnOrBeQuotedSequelSmbBundleBi02025","Active","","2026-01-19T19:04:00.000+0000","","USD","All","[0] ItemProductCode ? BI-ESN-NRPS-ENHANC","","{""usageSubType"":""Transaction"",""sequence"":10,""criteriaExpressionType"":""All"",""apiName"":""customerMustOwnOrBeQuotedSequelSmbBundleBi02025"",""endDate"":null,""criteria"":[{""sourceDataType"":""String"",""conditionExpression"":null,""sourceValues"":[""BI-ESN-NRPS-ENHANC""],""sourceContextTagName"":""ItemProductCode"",""sourceInformation"":[{""type"":""Tag"",""name"":""ProductBasedOn"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""Product"",""values"":{""values"":[""BI-ESN-NRPS-ENHANC""]}},{""type"":""Enum"",""name"":""ProductType"",""values"":{""values"":[""Static""]}},{""type"":""Tag"",""name"":""ProductName"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ItemPath"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ParentPRCPath"",""values"":{""values"":[null]}}],""sourceOperator"":""Equals"",""conditions"":[],""criteriaIndex"":1}],""scope"":""Transaction"",""name"":""Customer must own or be quoted SEQUEL SMB Bundle BI02025"",""description"":"""",""actions"":[{""targetValues"":[""01tWC00000DD1k5YAD""],""targetInformation"":[{""type"":""Tag"",""name"":""ProductBasedOn"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""Product"",""values"":{""values"":[""01tWC00000DD1k5YAD""]}},{""type"":""Enum"",""name"":""ProductType"",""values"":{""values"":[""Static""]}},{""type"":""Tag"",""name"":""ProductName"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ItemPath"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ParentPRCPath"",""values"":{""values"":[null]}}],""targetDataType"":null,""message"":""Customer must own or be quoted SEQUEL SMB Bundle (BI02025)"",""targetOperator"":""Equals"",""actionType"":""Requires"",""sequence"":1,""actionParameters"":[],""targetContextTagName"":""Product"",""messageType"":""Warning"",""name"":""RuleAction0"",""behaviorTypeLock"":null,""actionParametersExpression"":null}],""startDate"":""2026-01-19T19:04:00"",""status"":""Active""}","14OWC000001rzhV2AQ"
"10","Customer must own or be quoted SEQUEL SMB Bundle BI02028","customerMustOwnOrBeQuotedSequelSmbBundleBi02028","Active","","2026-01-19T19:04:00.000+0000","","USD","All","[0] ItemProductCode ? BI-ESN-RSS-ENUS_LIC","","{""usageSubType"":""Transaction"",""sequence"":10,""criteriaExpressionType"":""All"",""apiName"":""customerMustOwnOrBeQuotedSequelSmbBundleBi02028"",""endDate"":null,""criteria"":[{""sourceDataType"":""String"",""conditionExpression"":null,""sourceValues"":[""BI-ESN-RSS-ENUS_LIC""],""sourceContextTagName"":""ItemProductCode"",""sourceInformation"":[{""type"":""Tag"",""name"":""ProductBasedOn"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""Product"",""values"":{""values"":[""BI-ESN-RSS-ENUS_LIC""]}},{""type"":""Enum"",""name"":""ProductType"",""values"":{""values"":[""Static""]}},{""type"":""Tag"",""name"":""ProductName"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ItemPath"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ParentPRCPath"",""values"":{""values"":[null]}}],""sourceOperator"":""Equals"",""conditions"":[],""criteriaIndex"":1}],""scope"":""Transaction"",""name"":""Customer must own or be quoted SEQUEL SMB Bundle BI02028"",""description"":"""",""actions"":[{""targetValues"":[""01tWC00000DD1k8YAD""],""targetInformation"":[{""type"":""Tag"",""name"":""ProductBasedOn"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""Product"",""values"":{""values"":[""01tWC00000DD1k8YAD""]}},{""type"":""Enum"",""name"":""ProductType"",""values"":{""values"":[""Static""]}},{""type"":""Tag"",""name"":""ProductName"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ItemPath"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ParentPRCPath"",""values"":{""values"":[null]}}],""targetDataType"":null,""message"":""Customer must own or be quoted SEQUEL SMB Bundle (BI02028)"",""targetOperator"":""Equals"",""actionType"":""Requires"",""sequence"":1,""actionParameters"":[],""targetContextTagName"":""Product"",""messageType"":""Warning"",""name"":""RuleAction0"",""behaviorTypeLock"":null,""actionParametersExpression"":null}],""startDate"":""2026-01-19T19:04:00"",""status"":""Active""}","14OWC000001rzj72AA"
"10","Have to own Cobalt Strike","haveToOwnCobaltStrike","Active","","2026-01-19T19:04:00.000+0000","","USD","All","[0] ItemProductCode ? OS-COS-NRST-CIICS","","{""usageSubType"":""Transaction"",""sequence"":10,""criteriaExpressionType"":""All"",""apiName"":""haveToOwnCobaltStrike"",""endDate"":null,""criteria"":[{""sourceDataType"":""String"",""conditionExpression"":null,""sourceValues"":[""OS-COS-NRST-CIICS""],""sourceContextTagName"":""ItemProductCode"",""sourceInformation"":[{""type"":""Tag"",""name"":""ProductBasedOn"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""Product"",""values"":{""values"":[""OS-COS-NRST-CIICS""]}},{""type"":""Enum"",""name"":""ProductType"",""values"":{""values"":[""Static""]}},{""type"":""Tag"",""name"":""ProductName"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ItemPath"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ParentPRCPath"",""values"":{""values"":[null]}}],""sourceOperator"":""Equals"",""conditions"":[],""criteriaIndex"":1}],""scope"":""Transaction"",""name"":""Have to own Cobalt Strike"",""description"":"""",""actions"":[{""targetValues"":[""01tWC00000DD24jYAD""],""targetInformation"":[{""type"":""Tag"",""name"":""ProductBasedOn"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""Product"",""values"":{""values"":[""01tWC00000DD24jYAD""]}},{""type"":""Enum"",""name"":""ProductType"",""values"":{""values"":[""Static""]}},{""type"":""Tag"",""name"":""ProductName"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ItemPath"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ParentPRCPath"",""values"":{""values"":[null]}}],""targetDataType"":null,""message"":""Have to own Cobalt Strike."",""targetOperator"":""Equals"",""actionType"":""Requires"",""sequence"":1,""actionParameters"":[],""targetContextTagName"":""Product"",""messageType"":""Error"",""name"":""RuleAction0"",""behaviorTypeLock"":null,""actionParametersExpression"":null}],""startDate"":""2026-01-19T19:04:00"",""status"":""Active""}","14OWC000001rzXp2AI"
"10","Have to own Cobalt Strike_2","haveToOwnCobaltStrike_2","Active","","2026-01-19T19:04:00.000+0000","","USD","All","[0] ItemProductCode ? OS-COS-NRST-CIC1S","","{""usageSubType"":""Transaction"",""sequence"":10,""criteriaExpressionType"":""All"",""apiName"":""haveToOwnCobaltStrike_2"",""endDate"":null,""criteria"":[{""sourceDataType"":""String"",""conditionExpression"":null,""sourceValues"":[""OS-COS-NRST-CIC1S""],""sourceContextTagName"":""ItemProductCode"",""sourceInformation"":[{""type"":""Tag"",""name"":""ProductBasedOn"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""Product"",""values"":{""values"":[""OS-COS-NRST-CIC1S""]}},{""type"":""Enum"",""name"":""ProductType"",""values"":{""values"":[""Static""]}},{""type"":""Tag"",""name"":""ProductName"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ItemPath"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ParentPRCPath"",""values"":{""values"":[null]}}],""sourceOperator"":""Equals"",""conditions"":[],""criteriaIndex"":1}],""scope"":""Transaction"",""name"":""Have to own Cobalt Strike_2"",""description"":"""",""actions"":[{""targetValues"":[""01tWC00000DD24jYAD""],""targetInformation"":[{""type"":""Tag"",""name"":""ProductBasedOn"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""Product"",""values"":{""values"":[""01tWC00000DD24jYAD""]}},{""type"":""Enum"",""name"":""ProductType"",""values"":{""values"":[""Static""]}},{""type"":""Tag"",""name"":""ProductName"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ItemPath"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ParentPRCPath"",""values"":{""values"":[null]}}],""targetDataType"":null,""message"":""Have to own Cobalt Strike."",""targetOperator"":""Equals"",""actionType"":""Requires"",""sequence"":1,""actionParameters"":[],""targetContextTagName"":""Product"",""messageType"":""Error"",""name"":""RuleAction0"",""behaviorTypeLock"":null,""actionParametersExpression"":null}],""startDate"":""2026-01-19T19:04:00"",""status"":""Active""}","14OWC000001rzZR2AY"
"10","Have to own Cobalt Strike_3","haveToOwnCobaltStrike_3","Active","","2026-01-19T19:04:00.000+0000","","USD","All","[0] ItemProductCode ? OS-COS-NRST-CIC2S","","{""usageSubType"":""Transaction"",""sequence"":10,""criteriaExpressionType"":""All"",""apiName"":""haveToOwnCobaltStrike_3"",""endDate"":null,""criteria"":[{""sourceDataType"":""String"",""conditionExpression"":null,""sourceValues"":[""OS-COS-NRST-CIC2S""],""sourceContextTagName"":""ItemProductCode"",""sourceInformation"":[{""type"":""Tag"",""name"":""ProductBasedOn"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""Product"",""values"":{""values"":[""OS-COS-NRST-CIC2S""]}},{""type"":""Enum"",""name"":""ProductType"",""values"":{""values"":[""Static""]}},{""type"":""Tag"",""name"":""ProductName"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ItemPath"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ParentPRCPath"",""values"":{""values"":[null]}}],""sourceOperator"":""Equals"",""conditions"":[],""criteriaIndex"":1}],""scope"":""Transaction"",""name"":""Have to own Cobalt Strike_3"",""description"":"""",""actions"":[{""targetValues"":[""01tWC00000DD24jYAD""],""targetInformation"":[{""type"":""Tag"",""name"":""ProductBasedOn"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""Product"",""values"":{""values"":[""01tWC00000DD24jYAD""]}},{""type"":""Enum"",""name"":""ProductType"",""values"":{""values"":[""Static""]}},{""type"":""Tag"",""name"":""ProductName"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ItemPath"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ParentPRCPath"",""values"":{""values"":[null]}}],""targetDataType"":null,""message"":""Have to own Cobalt Strike."",""targetOperator"":""Equals"",""actionType"":""Requires"",""sequence"":1,""actionParameters"":[],""targetContextTagName"":""Product"",""messageType"":""Error"",""name"":""RuleAction0"",""behaviorTypeLock"":null,""actionParametersExpression"":null}],""startDate"":""2026-01-19T19:04:00"",""status"":""Active""}","14OWC000001rzb32AA"
"10","Must have SEQUEL Data Warehouse RODIN Select License BI01103","mustHaveSequelDataWarehouseRodinSelectLicenseBi01103","Active","Enhanced Metadata Management SKU","2026-01-19T18:54:00.000+0000","","USD","All","[0] ItemProductCode ? BI-SDW-NRPS-EMMP","","{""usageSubType"":""Transaction"",""sequence"":10,""criteriaExpressionType"":""All"",""apiName"":""mustHaveSequelDataWarehouseRodinSelectLicenseBi01103"",""endDate"":null,""criteria"":[{""sourceDataType"":""String"",""conditionExpression"":null,""sourceValues"":[""BI-SDW-NRPS-EMMP""],""sourceContextTagName"":""ItemProductCode"",""sourceInformation"":[{""type"":""Tag"",""name"":""ProductBasedOn"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""Product"",""values"":{""values"":[""BI-SDW-NRPS-EMMP""]}},{""type"":""Enum"",""name"":""ProductType"",""values"":{""values"":[""Static""]}},{""type"":""Tag"",""name"":""ProductName"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ItemPath"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ParentPRCPath"",""values"":{""values"":[null]}}],""sourceOperator"":""Equals"",""conditions"":[],""criteriaIndex"":1}],""scope"":""Transaction"",""name"":""Must have SEQUEL Data Warehouse RODIN Select License BI01103"",""description"":""Enhanced Metadata Management SKU"",""actions"":[{""targetValues"":[""01tWC00000DD1jcYAD""],""targetInformation"":[{""type"":""Tag"",""name"":""ProductBasedOn"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""Product"",""values"":{""values"":[""01tWC00000DD1jcYAD""]}},{""type"":""Enum"",""name"":""ProductType"",""values"":{""values"":[""Static""]}},{""type"":""Tag"",""name"":""ProductName"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ItemPath"",""values"":{""values"":[null]}},{""type"":""Tag"",""name"":""ParentPRCPath"",""values"":{""values"":[null]}}],""targetDataType"":null,""message"":""Must have Sequel Data Warehouse (RODIN) Select License - Bronze Edition"",""targetOperator"":""Equals"",""actionType"":""Validate"",""sequence"":1,""actionParameters"":[],""targetContextTagName"":""Product"",""messageType"":""Warning"",""name"":""RuleAction0"",""behaviorTypeLock"":null,""actionParametersExpression"":null}],""startDate"":""2026-01-19T18:54:00"",""status"":""Active""}","14OWC000001rzKv2AI"
