"sf__Id","sf__Error",ProductClassificationId,AttributeDefinitionId,AttributeCategoryId,Name,CurrencyIsoCode,Description,ValueDescription,HelpText,IsHidden,IsReadOnly,IsRequired,Status,Sequence,AttributeNameOverride,DefaultValue,DisplayType,IsPriceImpacting,MinimumValue,MaximumValue,MinimumCharacterCount,MaximumCharacterCount,StepValue,GearsetExternalId__c
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqNEAU","0tjct00000003m6AAA","0v3ct00000002DEAAY","Unit Type","USD","Unit Type","","","false","false","true","Active","","Unit Type","","","false","","","","","","AA23ulh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqNEAU","0tjct00000003lzAAA","0v3ct00000002DEAAY","Number of Units","USD","Unit Type, Number of Units, Server Type, Operating System, PGroup, Clustered","","","false","false","false","Active","","Number of Units","","","false","","","","","","AA24ulh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqNEAU","0tjct00000003m5AAA","0v3ct00000002DDAAY","Server Type","USD","Server Type","","","false","false","true","Active","","Server Type","","","false","","","","","","AA2avlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqNEAU","0tjct00000003m0AAA","0v3ct00000002DDAAY","Operating System","USD","Operating System","","","false","false","true","Active","","Operating System","","","false","","","","","","AA2bvlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqOEAU","0tjct00000003lvAAA","0v3ct00000002DCAAY","Feature Options","USD","Feature, Server Type, PGroup","","","false","false","false","Active","","Feature Options","","","false","","","","","","AA2evlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqOEAU","0tjct00000003m5AAA","0v3ct00000002DDAAY","Server Type","USD","Server Type","","","false","false","true","Active","","Server Type","","","false","","","","","","AA2fvlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqPEAU","0tjct00000003lvAAA","0v3ct00000002DCAAY","Feature Options","USD","Feature, Server Type, Clustered","","","false","false","false","Active","","Feature Options","","","false","","","","","","AA2hvlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqPEAU","0tjct00000003m5AAA","0v3ct00000002DDAAY","Server Type","USD","Server Type","","","false","false","true","Active","","Server Type","","","false","","","","","","AA2ivlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqQEAU","0tjct00000003lvAAA","0v3ct00000002DCAAY","Feature Options","USD","Feature, Server Type, Operating System, PGroup, Clustered","","","false","false","false","Active","","Feature Options","","","false","","","","","","AA2kvlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqQEAU","0tjct00000003m5AAA","0v3ct00000002DDAAY","Server Type","USD","Server Type","","","false","false","true","Active","","Server Type","","","false","","","","","","AA2lvlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqQEAU","0tjct00000003m0AAA","0v3ct00000002DDAAY","Operating System","USD","Operating System","","","false","false","true","Active","","Operating System","","","false","","","","","","AA2mvlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqREAU","0tjct00000003lvAAA","0v3ct00000002DCAAY","Feature Options","USD","Feature, Server Type, Operating System, Clustered","","","false","false","false","Active","","Feature Options","","","false","","","","","","AA2pvlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqREAU","0tjct00000003m5AAA","0v3ct00000002DDAAY","Server Type","USD","Server Type","","","false","false","true","Active","","Server Type","","","false","","","","","","AA2qvlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqREAU","0tjct00000003m0AAA","0v3ct00000002DDAAY","Operating System","USD","Operating System","","","false","false","true","Active","","Operating System","","","false","","","","","","AA2rvlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqSEAU","0tjct00000003lvAAA","0v3ct00000002DCAAY","Feature Options","USD","Feature, Unit Type, Deployment Type, Server Type","","","false","false","false","Active","","Feature Options","","","false","","","","","","AA2tvlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqSEAU","0tjct00000003luAAA","0v3ct00000002DDAAY","Deployment Option","USD","Deployment Option","","","false","false","true","Active","","Deployment Option","","","false","","","","","","AA2uvlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqSEAU","0tjct00000003m5AAA","0v3ct00000002DDAAY","Server Type","USD","Server Type","","","false","false","true","Active","","Server Type","","","false","","","","","","AA2vvlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqTEAU","0tjct00000003lvAAA","0v3ct00000002DCAAY","Feature Options","USD","Feature, Pricing Tier, Deployment Type, Server Type","","","false","false","false","Active","","Feature Options","","","false","","","","","","AA2wvlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqTEAU","0tjct00000003luAAA","0v3ct00000002DDAAY","Deployment Option","USD","Deployment Option","","","false","false","true","Active","","Deployment Option","","","false","","","","","","AA2yvlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqTEAU","0tjct00000003m5AAA","0v3ct00000002DDAAY","Server Type","USD","Server Type","","","false","false","true","Active","","Server Type","","","false","","","","","","AA2zvlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqUEAU","0tjct00000003lvAAA","0v3ct00000002DCAAY","Feature Options","USD","Feature, Pricing Tier, Deployment Type","","","false","false","false","Active","","Feature Options","","","false","","","","","","AA20wlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqUEAU","0tjct00000003luAAA","0v3ct00000002DDAAY","Deployment Option","USD","Deployment Option","","","false","false","true","Active","","Deployment Option","","","false","","","","","","AA22wlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqVEAU","0tjct00000003lvAAA","0v3ct00000002DCAAY","Feature Options","USD","Feature, Maintenance Type","","","false","false","false","Active","","Feature Options","","","false","","","","","","AA23wlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqVEAU","0tjct00000003lxAAA","0v3ct00000002DFAAY","Maintenance Type Defn","USD","Indicates the type of support or maintenance plan (e.g., Standard, Premium, Extended).","","","false","false","true","Active","","Maintenance Type Defn","","","false","","","","","","AA24wlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqWEAU","0tjct00000003lvAAA","0v3ct00000002DCAAY","Feature Options","USD","Feature, Maintenance Type, Unit Type, Number of Units","","","false","false","false","Active","","Feature Options","","","false","","","","","","AA25wlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqWEAU","0tjct00000003lxAAA","0v3ct00000002DFAAY","Maintenance Type Defn","USD","Indicates the type of support or maintenance plan (e.g., Standard, Premium, Extended).","","","false","false","true","Active","","Maintenance Type Defn","","","false","","","","","","AA26wlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqXEAU","0tjct00000003lvAAA","0v3ct00000002DCAAY","Feature Options","USD","Feature, Server Type, Agent Type, Number of Agents","","","false","false","false","Active","","Feature Options","","","false","","","","","","AA27wlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqXEAU","0tjct00000003m5AAA","0v3ct00000002DDAAY","Server Type","USD","Server Type","","","false","false","true","Active","","Server Type","","","false","","","","","","AA28wlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqXEAU","0tjct00000003ltAAA","0v3ct00000002DHAAY","Agent Type","USD","Type of Agents?","","","false","false","true","Active","","Agent Type","","","false","","","","","","AA29wlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqXEAU","0tjct00000003lyAAA","0v3ct00000002DHAAY","Number of Agents","USD","Specifies how many agents are licensed, deployed, or monitored under the product.","","","false","false","true","Active","","Number of Agents","","","false","","","","","","QA2Awlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqYEAU","0tjct00000003m5AAA","0v3ct00000002DDAAY","Server Type","USD","Server Type","","","false","false","true","Active","","Server Type","","","false","","","","","","QA2Cwlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqYEAU","0tjct00000003m0AAA","0v3ct00000002DDAAY","Operating System","USD","Operating System","","","false","false","true","Active","","Operating System","","","false","","","","","","QA2Dwlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqZEAU","0tjct00000003lvAAA","0v3ct00000002DCAAY","Feature Options","USD","Feature, Pricing Tier, Unit Type, Number of Units","","","false","false","false","Active","","Feature Options","","","false","","","","","","QA2Fwlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqaEAE","0tjct00000003m3AAA","0v3ct00000002DCAAY","PS Service Type","USD","PS Service Type, Feature, Unit Type","","","false","false","false","Active","","PS Service Type","","","false","","","","","","QA2Hwlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqaEAE","0tjct00000003lvAAA","0v3ct00000002DCAAY","Feature Options","USD","PS Service Type, Feature, Unit Type","","","false","false","false","Active","","Feature Options","","","false","","","","","","QA2Iwlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqbEAE","0tjct00000003lvAAA","0v3ct00000002DCAAY","Feature Options","USD","Feature, Server Type, Group Number","","","false","false","false","Active","","Feature Options","","","false","","","","","","QA2Jwlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqbEAE","0tjct00000003m5AAA","0v3ct00000002DDAAY","Server Type","USD","Server Type","","","false","false","true","Active","","Server Type","","","false","","","","","","QA2Kwlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqcEAE","0tjct00000003m5AAA","0v3ct00000002DDAAY","Server Type","USD","Server Type","","","false","false","true","Active","","Server Type","","","false","","","","","","QA2Nwlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqdEAE","0tjct00000003m5AAA","0v3ct00000002DDAAY","Server Type","USD","Server Type","","","false","false","true","Active","","Server Type","","","false","","","","","","QA2Qwlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqeEAE","0tjct00000003m3AAA","0v3ct00000002DCAAY","PS Service Type","USD","PS Service Type, Unit Type, Number of Units, Server Type","","","false","false","false","Active","","PS Service Type","","","false","","","","","","QA2Rwlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqeEAE","0tjct00000003m5AAA","0v3ct00000002DDAAY","Server Type","USD","Server Type","","","false","false","true","Active","","Server Type","","","false","","","","","","QA2Swlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqfEAE","0tjct00000003m3AAA","0v3ct00000002DCAAY","PS Service Type","USD","PS Service Type, Pricing Tier, Unit Type","","","false","false","false","Active","","PS Service Type","","","false","","","","","","QA2Twlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqgEAE","0tjct00000003lvAAA","0v3ct00000002DCAAY","Feature Options","USD","Feature, Maintenance Type, Unit Type, Number of Units, Deployment Type, Server Type","","","false","false","false","Active","","Feature Options","","","false","","","","","","QA2Vwlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqgEAE","0tjct00000003lxAAA","0v3ct00000002DFAAY","Maintenance Type Defn","USD","Indicates the type of support or maintenance plan (e.g., Standard, Premium, Extended).","","","false","false","true","Active","","Maintenance Type Defn","","","false","","","","","","QA2Wwlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqgEAE","0tjct00000003luAAA","0v3ct00000002DDAAY","Deployment Option","USD","Deployment Option","","","false","false","true","Active","","Deployment Option","","","false","","","","","","QA2Xwlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqgEAE","0tjct00000003m5AAA","0v3ct00000002DDAAY","Server Type","USD","Server Type","","","false","false","true","Active","","Server Type","","","false","","","","","","QA2Ywlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqhEAE","0tjct00000003m5AAA","0v3ct00000002DDAAY","Server Type","USD","Server Type","","","false","false","true","Active","","Server Type","","","false","","","","","","AA2awlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqhEAE","0tjct00000003m0AAA","0v3ct00000002DDAAY","Operating System","USD","Operating System","","","false","false","true","Active","","Operating System","","","false","","","","","","AA2bwlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqiEAE","0tjct00000003m5AAA","0v3ct00000002DDAAY","Server Type","USD","Server Type","","","false","false","true","Active","","Server Type","","","false","","","","","","AA2cwlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqiEAE","0tjct00000003ltAAA","0v3ct00000002DHAAY","Agent Type","USD","Type of Agents?","","","false","false","true","Active","","Agent Type","","","false","","","","","","AA2dwlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqjEAE","0tjct00000003lvAAA","0v3ct00000002DCAAY","Feature Options","USD","Feature, Unit Type, Server Type, Agent Type","","","false","false","false","Active","","Feature Options","","","false","","","","","","AA2ewlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqjEAE","0tjct00000003m5AAA","0v3ct00000002DDAAY","Server Type","USD","Server Type","","","false","false","true","Active","","Server Type","","","false","","","","","","AA2fwlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqjEAE","0tjct00000003ltAAA","0v3ct00000002DHAAY","Agent Type","USD","Type of Agents?","","","false","false","true","Active","","Agent Type","","","false","","","","","","AA2gwlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqkEAE","0tjct00000003m3AAA","0v3ct00000002DCAAY","PS Service Type","USD","PS Service Type, Feature, Server Type","","","false","false","false","Active","","PS Service Type","","","false","","","","","","AA2hwlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqkEAE","0tjct00000003lvAAA","0v3ct00000002DCAAY","Feature Options","USD","PS Service Type, Feature, Server Type","","","false","false","false","Active","","Feature Options","","","false","","","","","","AA2iwlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqkEAE","0tjct00000003m5AAA","0v3ct00000002DDAAY","Server Type","USD","Server Type","","","false","false","true","Active","","Server Type","","","false","","","","","","AA2jwlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqlEAE","0tjct00000003m5AAA","0v3ct00000002DDAAY","Server Type","USD","Server Type","","","false","false","true","Active","","Server Type","","","false","","","","","","AA2lwlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqmEAE","0tjct00000003m3AAA","0v3ct00000002DCAAY","PS Service Type","USD","PS Service Type, Deployment Type","","","false","false","false","Active","","PS Service Type","","","false","","","","","","AA2nwlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqmEAE","0tjct00000003luAAA","0v3ct00000002DDAAY","Deployment Option","USD","Deployment Option","","","false","false","true","Active","","Deployment Option","","","false","","","","","","AA2owlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqnEAE","0tjct00000003lvAAA","0v3ct00000002DCAAY","Feature Options","USD","Feature, Pricing Tier","","","false","false","false","Active","","Feature Options","","","false","","","","","","AA2pwlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqpEAE","0tjct00000003m3AAA","0v3ct00000002DCAAY","PS Service Type","USD","PS Service Type, Feature, Pricing Tier, Unit Type","","","false","false","false","Active","","PS Service Type","","","false","","","","","","AA2swlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqpEAE","0tjct00000003lvAAA","0v3ct00000002DCAAY","Feature Options","USD","PS Service Type, Feature, Pricing Tier, Unit Type","","","false","false","false","Active","","Feature Options","","","false","","","","","","AA2twlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqqEAE","0tjct00000003lvAAA","0v3ct00000002DCAAY","Feature Options","USD","Feature, Unit Type, Deployment Type, Power License Type","","","false","false","false","Active","","Feature Options","","","false","","","","","","AA2vwlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqqEAE","0tjct00000003luAAA","0v3ct00000002DDAAY","Deployment Option","USD","Deployment Option","","","false","false","true","Active","","Deployment Option","","","false","","","","","","AA2wwlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqrEAE","0tjct00000003lvAAA","0v3ct00000002DCAAY","Feature Options","USD","Feature, Unit Type, Deployment Type, Power License Type, Clustered","","","false","false","false","Active","","Feature Options","","","false","","","","","","AA2ywlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqrEAE","0tjct00000003luAAA","0v3ct00000002DDAAY","Deployment Option","USD","Deployment Option","","","false","false","true","Active","","Deployment Option","","","false","","","","","","AA2zwlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqsEAE","0tjct00000003m5AAA","0v3ct00000002DDAAY","Server Type","USD","Server Type","","","false","false","true","Active","","Server Type","","","false","","","","","","AA23xlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqsEAE","0tjct00000003m0AAA","0v3ct00000002DDAAY","Operating System","USD","Operating System","","","false","false","true","Active","","Operating System","","","false","","","","","","AA24xlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqSEAU","0tjct00000003m6AAA","0v3ct00000002DEAAY","Unit Type","USD","Unit Type","","","false","false","true","Active","","Unit Type","","","false","","","","","","AA25xlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqWEAU","0tjct00000003m6AAA","0v3ct00000002DEAAY","Unit Type","USD","Unit Type","","","false","false","true","Active","","Unit Type","","","false","","","","","","AA26xlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqWEAU","0tjct00000003lzAAA","0v3ct00000002DEAAY","Number of Units","USD","Feature, Maintenance Type, Unit Type, Number of Units","","","false","false","false","Active","","Number of Units","","","false","","","","","","AA27xlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqZEAU","0tjct00000003m6AAA","0v3ct00000002DEAAY","Unit Type","USD","Unit Type","","","false","false","true","Active","","Unit Type","","","false","","","","","","AA28xlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqZEAU","0tjct00000003lzAAA","0v3ct00000002DEAAY","Number of Units","USD","Feature, Pricing Tier, Unit Type, Number of Units","","","false","false","false","Active","","Number of Units","","","false","","","","","","AA29xlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqaEAE","0tjct00000003m6AAA","0v3ct00000002DEAAY","Unit Type","USD","Unit Type","","","false","false","true","Active","","Unit Type","","","false","","","","","","QA2Axlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqdEAE","0tjct00000003m6AAA","0v3ct00000002DEAAY","Unit Type","USD","Unit Type","","","false","false","true","Active","","Unit Type","","","false","","","","","","QA2Bxlh700000CWC11"
"","INVALID_INPUT:You can't assign this attribute because it's already present within this classification hierarchy.:--","11Bct0000051QqdEAE","0tjct00000003lzAAA","0v3ct00000002DEAAY","Number of Units","USD","Unit Type, Number of Units, Power License Type, Server Type","","","false","false","false","Active","","Number of Units","","","false","","","","","","QA2Cxlh700000CWC11"
