Id,Name,StockKeepingUnit
01tWC00000FCDlnYAH,Alignia - Engine (Technical)-NewMaintenance,
01tWC00000FCDlrYAH,Alignia - External Service (Technical)-NewMaintenance,
01tWC00000FCDlvYAH,Alignia - Internal Service (Technical)-NewMaintenance,
01tWC00000FCDlzYAH,Alignia - Online Business Service (Technical)-NewMaintenance,
01tWC00000FCDm3YAH,Alignia - Task (Technical)-NewMaintenance,
01tWC00000FCDm7YAH,Alignia - Task Instance (Technical)-NewMaintenance,
01tWC00000FCDmBYAX,Alignia Core (Technical)-NewMaintenance,
01tWC00000FBezGYAT,AnyDate (Technical)-NewMaintenance,
01tWC00000FBfckYAD,Application System & Object Control (Technical)-NewMaintenance,
01tWC00000FBb5SYAT,AS2 Client/Server - Yearly (Technical)-NewMaintenance,
01tWC00000FBb5QYAT,AS2 Client/Server (Technical)-NewMaintenance,
01tWC00000FCQQKYA5,Aspect Communications IVR Software (Technical)-NewMaintenance,
01tWC00000DD13QYAT,Aspect Communications IVR Software-NewMaintenance,
01tWC00000FBXxmYAH,ATP (Technical)-NewMaintenance,
01tWC00000DD13VYAT,ATP-NewMaintenance,
01tWC00000FBb5XYAT,Audit & Reporting - Yearly (Technical)-NewMaintenance,
01tWC00000FBb5UYAT,Audit & Reporting (Technical)-NewMaintenance,
01tWC00000FCDmFYAX,Audit Journal Manager (Technical)-NewMaintenance,
01tWC00000FCDmJYAX,Authority Swapper (Technical)-NewMaintenance,
01tWC00000FCQQPYA5,Automate Desktop (Technical)-NewMaintenance,
01tWC00000FCQQTYA5,Automate Enterprise (Technical)-NewMaintenance,
01tWC00000FCQQXYA5,Automate Enterprise Agent (Technical)-NewMaintenance,
01tWC00000FCQQbYAP,Automate Enterprise Developer Tools (Technical)-NewMaintenance,
01tWC00000FCQQgYAP,Automate Full/Premium (Technical)-NewMaintenance,
01tWC00000FCPSZYA5,Automate Intelligent Capture (Technical)-NewMaintenance,
01tWC00000FCPSaYAP,Automate Maintenance Add Ons (Technical)-NewMaintenance,
01tWC00000FCPSfYAP,Automate OEM Royalty (Technical)-NewMaintenance,
01tWC00000FCPSkYAP,Automate Ops Console (Technical)-NewMaintenance,
01tWC00000FCPSoYAP,Automate Plus (Technical)-NewMaintenance,
01tWC00000FCPSuYAP,Automate Professional (Technical)-NewMaintenance,
01tWC00000FCPSyYAP,Automate Professional Action Pack (Technical)-NewMaintenance,
01tWC00000FCPT5YAP,Automate Runtime (Technical)-NewMaintenance,
01tWC00000FCPTAYA5,Automate Ultimate (Technical)-NewMaintenance,
01tWC00000FBhHFYA1,Batch Import Utility (Technical)-NewMaintenance,
01tWC00000FBhHJYA1,Batch Report Server (Technical)-NewMaintenance,
01tWC00000FCDmNYAX,"BUNDLE - Message, Monitor, Remote Control (Technical)-NewMaintenance",
01tWC00000FBezKYAT,Business Intelligence - New Maintenance (Technical)-NewMaintenance,
01tWC00000FBK1DYAX,CAD Classifier (Technical)-NewMaintenance,
01tWC00000DD15WYAT,CAD Classifier-NewMaintenance,
01tWC00000FBXuTYAX,Capability Checker (Technical)-NewMaintenance,
01tWC00000DD15aYAD,Capability Checker-NewMaintenance,
01tWC00000FCNYrYAP,Capacity Management - New Maintenance (Technical)-NewMaintenance,
01tWC00000FCGCSYA5,Capacity Planning with Performance Navigator (Technical)-NewMaintenance,
01tWC00000FBYsuYAH,CCM - EVAL (Technical)-NewMaintenance,
01tWC00000FBYsvYAH,CCM - Scan Engine - EVAL (Technical)-NewMaintenance,
01tWC00000FBYsBYAX,CCM for Network Devices (Technical)-NewMaintenance,
01tWC00000FBYsFYAX,CCM for Servers (Technical)-NewMaintenance,
01tWC00000FBYsJYAX,CCM for Single Purpose Devices (Technical)-NewMaintenance,
01tWC00000FBYsNYAX,CCM for Workstations (Technical)-NewMaintenance,
01tWC00000FCNYtYAP,CCM Level 1 - PS APP MODULE (Technical)-NewMaintenance,
01tWC00000DD16AYAT,CCM Level 1 - PS APP MODULE-NewMaintenance,
01tWC00000FBYsRYAX,CCM Limited Management Server (Technical)-NewMaintenance,
01tWC00000FBYsVYAX,CCM Limited Scan Engine (Technical)-NewMaintenance,
01tWC00000FBYsZYAX,CCM Management Server (Technical)-NewMaintenance,
01tWC00000FBYseYAH,CCM Scan Engine (Technical)-NewMaintenance,
01tWC00000FCGCYYA5,CD Builder (Technical)-NewMaintenance,
01tWC00000FCGCcYAP,CGI Suite (Technical)-NewMaintenance,
01tWC00000FBezMYAT,Change Data Capture Module (Technical)-NewMaintenance,
01tWC00000FBezQYAT,Change Management (Technical)-NewMaintenance,
01tWC00000FCNYwYAP,Claims Metrics (Technical)-NewMaintenance,
01tWC00000DD16sYAD,Claims Metrics-NewMaintenance,
01tWC00000FBK1HYAX,Classification for Desktop (Technical)-NewMaintenance,
01tWC00000FBK1KYAX,Classification for Desktop & Message Classification & Classification for Office Bundle (Technical)-NewMaintenance,
01tWC00000DD16yYAD,Classification for Desktop & Message Classification & Classification for Office Bundle-NewMaintenance,
01tWC00000FBK1vYAH,Classification for Desktop & Message Classification Enterprise & Classification for Office Enterprise Bundle (Technical)-NewMaintenance,
01tWC00000DD16vYAD,Classification for Desktop-NewMaintenance,
01tWC00000FBK1OYAX,Classification for Office (Technical)-NewMaintenance,
01tWC00000FBK1RYAX,Classification for Office & Classification for Desktop Bundle (Technical)-NewMaintenance,
01tWC00000DD175YAD,Classification for Office & Classification for Desktop Bundle-NewMaintenance,
01tWC00000FBK1yYAH,Classification for Office Ultra & Message Classification Bundle (Technical)-NewMaintenance,
01tWC00000FBK1UYAX,Classification for Office Ultra & Message Classification Ultra Bundle (Technical)-NewMaintenance,
01tWC00000DD178YAD,Classification for Office Ultra & Message Classification Ultra Bundle-NewMaintenance,
01tWC00000DD172YAD,Classification for Office-NewMaintenance,
01tWC00000FBK1YYAX,Classifier Essentials (Technical)-NewMaintenance,
01tWC00000DD17CYAT,Classifier Essentials-NewMaintenance,
01tWC00000FBK1dYAH,Classifier for McAfee (Technical)-NewMaintenance,
01tWC00000DD17HYAT,Classifier for McAfee-NewMaintenance,
01tWC00000FBK1hYAH,Classifier Reporting (Technical)-NewMaintenance,
01tWC00000DD17LYAT,Classifier Reporting-NewMaintenance,
01tWC00000FBYSZYA5,Clearswift SECURE Email Gateway (Kaspersky AV) (Technical)-NewMaintenance,
01tWC00000DD10XYAT,Clearswift SECURE Email Gateway (Kaspersky AV)-NewMaintenance,
01tWC00000FBb5dYAD,Cloud Connector Actions - Yearly (Technical)-NewMaintenance,
01tWC00000FBb5aYAD,Cloud Connector Actions (Technical)-NewMaintenance,
01tWC00000FBb5eYAD,Cloud Connector Module CCM (Technical)-NewMaintenance,
01tWC00000FBLaUYAX,Cobalt Strike (Technical)-NewMaintenance,
01tWC00000DD10mYAD,Cobalt Strike-NewMaintenance,
01tWC00000FBb60YAD,Collaboration Bundle (Technical)-NewMaintenance,
01tWC00000FBfcoYAD,Compliance Center for i (Technical)-NewMaintenance,
01tWC00000FBhHNYA1,Comprehensive Bundle (Technical)-NewMaintenance,
01tWC00000FBhHQYA1,Comprehensive i Bundle (Technical)-NewMaintenance,
01tWC00000FCNYzYAP,Core Access (Technical)-NewMaintenance,
01tWC00000FCNZ3YAP,Core Access Assurance Suite (Technical)-NewMaintenance,
01tWC00000DD18JYAT,Core Access Assurance Suite-NewMaintenance,
01tWC00000FCNZ7YAP,Core Access Insight (Technical)-NewMaintenance,
01tWC00000DD18NYAT,Core Access Insight-NewMaintenance,
01tWC00000DD18FYAT,Core Access-NewMaintenance,
01tWC00000FCNZAYA5,Core Certify (Technical)-NewMaintenance,
01tWC00000DD18QYAT,Core Certify-NewMaintenance,
01tWC00000FCNZDYA5,Core Compliance (Technical)-NewMaintenance,
01tWC00000DD18TYAT,Core Compliance-NewMaintenance,
01tWC00000FCNZHYA5,Core Connector Framework (RDK) (Technical)-NewMaintenance,
01tWC00000DD18XYAT,Core Connector Framework (RDK)-NewMaintenance,
01tWC00000FCNZLYA5,Core Connector Library (Technical)-NewMaintenance,
01tWC00000DD18bYAD,Core Connector Library-NewMaintenance,
01tWC00000FCNZPYA5,Core IGA (Technical)-NewMaintenance,
01tWC00000FBLafYAH,Core Impact (Technical)-NewMaintenance,
01tWC00000DD18pYAD,Core Impact-NewMaintenance,
01tWC00000FCNZYYA5,Core Password (Technical)-NewMaintenance,
01tWC00000DD18sYAD,Core Password-NewMaintenance,
01tWC00000FCUerYAH,Core Provisioning (Technical)-NewMaintenance,
01tWC00000DD18wYAD,Core Provisioning-NewMaintenance,
01tWC00000FCUevYAH,Core Role Designer (Technical)-NewMaintenance,
01tWC00000DD190YAD,Core Role Designer-NewMaintenance,
01tWC00000FBb5jYAD,Core Server Bundle (Technical)-NewMaintenance,
01tWC00000FCGCgYAP,Costco Suite (Technical)-NewMaintenance,
01tWC00000FBhHUYA1,CSV Converter (Technical)-NewMaintenance,
01tWC00000FBhHYYA1,Custom Bundle (Technical)-NewMaintenance,
01tWC00000FBYT9YAP,CuteFTP 9 (Technical)-NewMaintenance,
01tWC00000FBfcsYAD,Cybersecurity (Technical)-NewMaintenance,
01tWC00000FBezUYAT,Data Acquisition (Technical)-NewMaintenance,
01tWC00000FBK1lYAH,Data Classification (Technical)-NewMaintenance,
01tWC00000DD19cYAD,Data Classification-NewMaintenance,
01tWC00000FBhHcYAL,Data Export/400 - Legacy (Technical)-NewMaintenance,
01tWC00000FCI61YAH,Data Monitor for iSeries Base (Changes) (Technical) (Technical)-NewMaintenance,
01tWC00000FCGCnYAP,Data Monitor for iSeries Base (Changes) (Technical)-NewMaintenance,
01tWC00000FCI5TYAX,Data Monitor for iSeries Base (Changes) (Technical)-NewMaintenance,
01tWC00000FCI5xYAH,Data Monitor for iSeries Base (Technical) (Technical)-NewMaintenance,
01tWC00000FCI5PYAX,Data Monitor for iSeries Base (Technical)-NewMaintenance,
01tWC00000FCGCjYAP,Data Monitor for iSeries Base (Technical)-NewMaintenance,
01tWC00000FCI65YAH,Data Monitor for iSeries Base Changes (Technical) (Technical)-NewMaintenance,
01tWC00000FCI5XYAX,Data Monitor for iSeries Base Changes (Technical)-NewMaintenance,
01tWC00000FCGCrYAP,Data Monitor for iSeries Base Changes (Technical)-NewMaintenance,
01tWC00000FCI69YAH,Data Monitor for iSeries Reads (Technical) (Technical)-NewMaintenance,
01tWC00000FCGCvYAP,Data Monitor for iSeries Reads (Technical)-NewMaintenance,
01tWC00000FCI5bYAH,Data Monitor for iSeries Reads (Technical)-NewMaintenance,
01tWC00000FBXxvYAH,Data Protection (Technical)-NewMaintenance,
01tWC00000FBYSdYAP,Data Redaction For Secure Email Gateway (Technical)-NewMaintenance,
01tWC00000DD1A9YAL,Data Redaction For Secure Email Gateway-NewMaintenance,
01tWC00000FBYYrYAP,Data Redaction For SECURE Exchange Gateway (Technical)-NewMaintenance,
01tWC00000DD1ADYA1,Data Redaction For SECURE Exchange Gateway-NewMaintenance,
01tWC00000FBYddYAH,Data Redaction For SECURE ICAP Gateway (Technical)-NewMaintenance,
01tWC00000FBYdhYAH,Data Redaction For SECURE ICAP Gateway Per Instance (Technical)-NewMaintenance,
01tWC00000DD1ALYA1,Data Redaction For SECURE ICAP Gateway Per Instance-NewMaintenance,
01tWC00000DD1AHYA1,Data Redaction For SECURE ICAP Gateway-NewMaintenance,
01tWC00000FBYk5YAH,Data Redaction For SECURE Web Gateway (Technical)-NewMaintenance,
01tWC00000DD1APYA1,Data Redaction For SECURE Web Gateway-NewMaintenance,
01tWC00000FBezYYAT,Data Set View Builder (Technical)-NewMaintenance,
01tWC00000FBhHfYAL,Data Transfer/400 - Legacy (Technical)-NewMaintenance,
01tWC00000FBhHiYAL,DataImport (Technical)-NewMaintenance,
01tWC00000FBX3KYAX,DCS for Windows and OWA (Technical)-NewMaintenance,
01tWC00000DD1AlYAL,DCS for Windows and OWA-NewMaintenance,
01tWC00000FBX3NYAX,DCS for Windows and SharePoint MDS (Technical)-NewMaintenance,
01tWC00000DD1AoYAL,DCS for Windows and SharePoint MDS-NewMaintenance,
01tWC00000FBX3QYAX,DCS Plus (Technical)-NewMaintenance,
01tWC00000DD1ArYAL,DCS Plus-NewMaintenance,
01tWC00000FBhHmYAL,DealerTrack Bundle - Legacy (Technical)-NewMaintenance,
01tWC00000FBhHpYAL,DealerTrack Bundle (Technical)-NewMaintenance,
01tWC00000FBhHsYAL,DeliverNow (Technical)-NewMaintenance,
01tWC00000FBezcYAD,Deployment Bundle (Technical)-NewMaintenance,
01tWC00000FBfcvYAD,DetectIT (Technical)-NewMaintenance,
01tWC00000FBZDsYAP,Device Profiler 700 (Technical)-NewMaintenance,
01tWC00000DD20YYAT,Device Profiler 700-NewMaintenance,
01tWC00000FBZDHYA5,Device Profiler Ev (Technical)-NewMaintenance,
01tWC00000FBZDLYA5,Device Profiler Ev Express (Technical)-NewMaintenance,
01tWC00000FBZDPYA5,Device Profiler Ev Limited (Technical)-NewMaintenance,
01tWC00000FBZDTYA5,Device Profiler Ev Non-Transferable Unlimited Use (Technical)-NewMaintenance,
01tWC00000FBXy5YAH,DG Management Console (Technical)-NewMaintenance,
01tWC00000DD1BhYAL,DG Management Console-NewMaintenance,
01tWC00000FBXy9YAH,DG NDLP Appliance (Technical)-NewMaintenance,
01tWC00000FBXyDYAX,DG VM (Technical)-NewMaintenance,
01tWC00000DD1BpYAL,DG VM-NewMaintenance,
01tWC00000FBXyHYAX,Digital Guardian Platinum (Technical)-NewMaintenance,
01tWC00000DD1BuYAL,Digital Guardian Platinum-NewMaintenance,
01tWC00000FBXxjYAH,Digital Guardian Software (Technical)-NewMaintenance,
01tWC00000DD10VYAT,Digital Guardian Software-NewMaintenance,
01tWC00000FBYShYAP,Digital Rights Management for Email Gateway (Powered by Seclore) (Technical)-NewMaintenance,
01tWC00000DD1ByYAL,Digital Rights Management for Email Gateway (Powered by Seclore)-NewMaintenance,
01tWC00000FCGCzYAP,Disk Space Manager (Technical)-NewMaintenance,
01tWC00000FBXyNYAX,DLP (Technical)-NewMaintenance,
01tWC00000DD1CAYA1,DLP-NewMaintenance,
01tWC00000FBb5xYAD,DMZ Gateway 3 - Single Site (Technical)-NewMaintenance,
01tWC00000FBb5oYAD,DMZ Gateway 3 Single Site (Technical)-NewMaintenance,
01tWC00000FBb5qYAD,DMZ Gateway Enterprise (Technical)-NewMaintenance,
01tWC00000FBbA9YAL,DMZ Gateway Enterprise 3 - Multi-Site (Technical)-NewMaintenance,
01tWC00000FBbABYA1,DMZ Gateway Enterprise 3 - Multi-Site Upgrade (Technical)-NewMaintenance,
01tWC00000FBYjTYAX,DMZ Gateway Enterprise 3 (Technical)-NewMaintenance,
01tWC00000FBYjUYAX,DMZ Gateway Single Site (Technical)-NewMaintenance,
01tWC00000FBhx7YAD,Doc Management (Technical)-NewMaintenance,
01tWC00000FBhx9YAD,Doc Management Bundle (Technical)-NewMaintenance,
01tWC00000FBhxCYAT,Doc Management Legacy Product (Technical)-NewMaintenance,
01tWC00000FBhxMYAT,DocAlpha Advanced Capture - Header Footer (Technical)-NewMaintenance,
01tWC00000FBhxPYAT,DocAlpha Advanced Capture - Line Item (Technical)-NewMaintenance,
01tWC00000FBhxSYAT,DocAlpha Concurrent Seat License (Technical)-NewMaintenance,
01tWC00000FBhxVYAT,DocAlpha Invoice Capture Header/Footer (Technical)-NewMaintenance,
01tWC00000FBhxYYAT,DocAlpha Invoice Capture Line Item (Technical)-NewMaintenance,
01tWC00000FBhxbYAD,DocAlpha Output Connector (Technical)-NewMaintenance,
01tWC00000FBhxeYAD,docAlpha(Artsyl) (Technical)-NewMaintenance,
01tWC00000FCGD3YAP,Document Management System (Technical)-NewMaintenance,
01tWC00000FBYSlYAP,Document Sanitization For SECURE Email Gateway (Technical)-NewMaintenance,
01tWC00000DD1D8YAL,Document Sanitization For SECURE Email Gateway-NewMaintenance,
01tWC00000FBYYvYAP,Document Sanitization For SECURE Exchange Gateway (Technical)-NewMaintenance,
01tWC00000DD1DCYA1,Document Sanitization For SECURE Exchange Gateway-NewMaintenance,
01tWC00000FBYdlYAH,Document Sanitization For SECURE ICAP Gateway (Technical)-NewMaintenance,
01tWC00000FBYdpYAH,Document Sanitization For SECURE ICAP Gateway Per Instance (Technical)-NewMaintenance,
01tWC00000DD1DKYA1,Document Sanitization For SECURE ICAP Gateway Per Instance-NewMaintenance,
01tWC00000DD1DGYA1,Document Sanitization For SECURE ICAP Gateway-NewMaintenance,
01tWC00000FBYk9YAH,Document Sanitization For SECURE Web Gateway (Technical)-NewMaintenance,
01tWC00000DD1DMYA1,Document Sanitization For SECURE Web Gateway-NewMaintenance,
01tWC00000FBhxjYAD,Domino Report Server (Technical)-NewMaintenance,
01tWC00000FBhxnYAD,Download Conv Bund Basic (Technical)-NewMaintenance,
01tWC00000FBZDuYAP,DP Ev - EVAL (Technical)-NewMaintenance,
01tWC00000FBXuWYAX,Draft & Release (Technical)-NewMaintenance,
01tWC00000DD1DcYAL,Draft & Release-NewMaintenance,
01tWC00000FBY0KYAX,DV&C (Technical)-NewMaintenance,
01tWC00000DD1DgYAL,DV&C-NewMaintenance,
01tWC00000FBXuZYAX,E-tracker (Technical)-NewMaintenance,
01tWC00000DD1DkYAL,E-tracker-NewMaintenance,
01tWC00000FCGD7YAP,Easy View (Technical)-NewMaintenance,
01tWC00000FBYjzYAH,EFT 7 Enterprise (Technical)-NewMaintenance,
01tWC00000FBYk1YAH,EFT 7 Express (Technical)-NewMaintenance,
01tWC00000FBYk3YAH,EFT 7 Express Upgrade (Technical)-NewMaintenance,
01tWC00000FBYjZYAX,EFT 8 Continuum (Technical)-NewMaintenance,
01tWC00000FBYjcYAH,EFT 8 Enterprise (Technical)-NewMaintenance,
01tWC00000FBYjfYAH,EFT 8 Express (Technical)-NewMaintenance,
01tWC00000FBbADYA1,EFT Accelerate (Technical)-NewMaintenance,
01tWC00000FBYjmYAH,EFT Advanced Workflow Engine (AWE) Module (Technical)-NewMaintenance,
01tWC00000FBYjoYAH,EFT Advanced Workflow Engine AWE Module (Technical)-NewMaintenance,
01tWC00000FBYjqYAH,EFT ARM Module (Technical)-NewMaintenance,
01tWC00000FBYjsYAH,EFT AS2 Module (Technical)-NewMaintenance,
01tWC00000FBYjwYAH,EFT ASM Module (Technical)-NewMaintenance,
01tWC00000FBbhxYAD,EFT Auditing & Reporting Module (ARM) (Technical)-NewMaintenance,
01tWC00000FBbhzYAD,EFT Auditing & Reporting Module ARM (Technical)-NewMaintenance,
01tWC00000FBbi1YAD,EFT AWE Module (Technical)-NewMaintenance,
01tWC00000FBbi3YAD,EFT BAM Module (Technical)-NewMaintenance,
01tWC00000FBbi5YAD,EFT BAM Portal (Technical)-NewMaintenance,
01tWC00000FBbifYAD,EFT Business Activity Monitor (BAM) (Technical)-NewMaintenance,
01tWC00000FBbiAYAT,EFT Business Activity Monitor BAM (Technical)-NewMaintenance,
01tWC00000FBbiCYAT,EFT Continuum BAM Portal (Technical)-NewMaintenance,
01tWC00000FBbiEYAT,EFT Continuum Business Activity Monitor (BAM) (Technical)-NewMaintenance,
01tWC00000FBbiIYAT,EFT Enterprise (Technical)-NewMaintenance,
01tWC00000FBbiNYAT,EFT Express (Technical)-NewMaintenance,
01tWC00000FBbiPYAT,EFT Express ARM (Technical)-NewMaintenance,
01tWC00000FBbiRYAT,EFT Express Auditing & Reporting Module ARM (Technical)-NewMaintenance,
01tWC00000FBbiUYAT,EFT Express DMZ Gateway (Technical)-NewMaintenance,
01tWC00000FBbiYYAT,EFT Express DMZ Gateway Multi-Site (Technical)-NewMaintenance,
01tWC00000FBbibYAD,EFT Express ESM (Technical)-NewMaintenance,
01tWC00000FBcqvYAD,EFT Express MTC (Technical)-NewMaintenance,
01tWC00000FBcqxYAD,EFT Express OpenPGP Module (Technical)-NewMaintenance,
01tWC00000FBcr1YAD,EFT Express Security Module ESM (Technical)-NewMaintenance,
01tWC00000FBcr4YAD,EFT Express Workspaces (Technical)-NewMaintenance,
01tWC00000FBcr8YAD,EFT Express WSM Module (Technical)-NewMaintenance,
01tWC00000FBcrAYAT,EFT File Transfer Client Module FTC (Technical)-NewMaintenance,
01tWC00000FBcrDYAT,EFT FM Module (Technical)-NewMaintenance,
01tWC00000FBcrFYAT,EFT Folder Monitor Module FMM (Technical)-NewMaintenance,
01tWC00000FBcrIYAT,EFT FTC Module (Technical)-NewMaintenance,
01tWC00000FBcrKYAT,EFT HSM Module (Technical)-NewMaintenance,
01tWC00000FBcrLYAT,EFT HTTP/S Module (Technical)-NewMaintenance,
01tWC00000FBcreYAD,EFT Insight Module (Technical)-NewMaintenance,
01tWC00000FBcrSYAT,EFT MTC (Technical)-NewMaintenance,
01tWC00000FBcrUYAT,EFT OpenPGP Module (Technical)-NewMaintenance,
01tWC00000FBcrgYAD,EFT Remote Agent Module (RAM) (Technical)-NewMaintenance,
01tWC00000FBcrZYAT,EFT Remote Agent Module (Technical)-NewMaintenance,
01tWC00000FBd0bYAD,EFT Remote Agent Module RAM (Technical)-NewMaintenance,
01tWC00000FBd0cYAD,EFT SAT Module (Technical)-NewMaintenance,
01tWC00000FBd1FYAT,EFT Secure Mobile Access Module (SMAM) (Technical)-NewMaintenance,
01tWC00000FBd0hYAD,EFT Server Migration Tools Custom Solution (Technical)-NewMaintenance,
01tWC00000FBd0lYAD,EFT SFTP Module (Technical)-NewMaintenance,
01tWC00000FBd0nYAD,EFT SFTP SSH2 Module (Technical)-NewMaintenance,
01tWC00000FBd0rYAD,EFT SMB Web Client (Technical)-NewMaintenance,
01tWC00000FBd1IYAT,EFT SMB Web Client WTC 10 Seats (Technical)-NewMaintenance,
01tWC00000FBd1KYAT,EFT SMB Web Client WTC 50 Seats (Technical)-NewMaintenance,
01tWC00000FBd0wYAD,EFT TE Module (Technical)-NewMaintenance,
01tWC00000FBd0yYAD,EFT Timer Event Module TEM (Technical)-NewMaintenance,
01tWC00000FBd13YAD,EFT Workspaces (Technical)-NewMaintenance,
01tWC00000FBd17YAD,EFT Workspaces (WSM) (Technical)-NewMaintenance,
01tWC00000FBd1AYAT,EFT WTC (Technical)-NewMaintenance,
01tWC00000FCFYxYAP,Electronic Forms License (Technical)-NewMaintenance,
01tWC00000FCFZ0YAP,Email Dist Bundle Basic (Technical)-NewMaintenance,
01tWC00000FCFZ3YAP,Email File Server - Legacy (Technical)-NewMaintenance,
01tWC00000FCFZ6YAP,Email Monitor (Technical)-NewMaintenance,
01tWC00000FCFZAYA5,Email Report Distribution Bundle PC (Technical)-NewMaintenance,
01tWC00000FCFZDYA5,Email Report Server (Technical)-NewMaintenance,
01tWC00000FBYSrYAP,Email Security (Technical)-NewMaintenance,
01tWC00000FBezgYAD,Enhanced Data Sources (Technical)-NewMaintenance,
01tWC00000FBezkYAD,Enhanced ESEND for SMB Pricing - Per User (Technical)-NewMaintenance,
01tWC00000FBezoYAD,Enhanced ETL (Technical)-NewMaintenance,
01tWC00000FBezsYAD,Enhanced Metadata Management (Technical)-NewMaintenance,
01tWC00000FBd1EYAT,Enterprise Actions - Yearly (Technical)-NewMaintenance,
01tWC00000FBd1BYAT,Enterprise Actions (Technical)-NewMaintenance,
01tWC00000FCD0vYAH,Enterprise Console (Technical)-NewMaintenance,
01tWC00000FCFZHYA5,Enterprise Fax (Technical)-NewMaintenance,
01tWC00000FCFZLYA5,Enterprise Workflow - Legacy (Technical)-NewMaintenance,
01tWC00000FCFZOYA5,Enterprise Workflow Lite - Legacy (Technical)-NewMaintenance,
01tWC00000FBezwYAD,Esend (Technical)-NewMaintenance,
01tWC00000FBXucYAH,Exchange Capability Checker (Technical)-NewMaintenance,
01tWC00000DD1HmYAL,Exchange Capability Checker-NewMaintenance,
01tWC00000FBX3WYAX,Exchange Classifier (Technical)-NewMaintenance,
01tWC00000DD1HpYAL,Exchange Classifier-NewMaintenance,
01tWC00000FBZDXYA5,File Integrity Manager for Databases (Technical)-NewMaintenance,
01tWC00000FBZDbYAP,File Integrity Manager for Desktops (Technical)-NewMaintenance,
01tWC00000FBZDfYAP,File Integrity Manager for Directory Services (Technical)-NewMaintenance,
01tWC00000FBZDjYAP,File Integrity Manager for File Systems (Technical)-NewMaintenance,
01tWC00000FBZPGYA5,"File Integrity Manager for Large Stores w/ND & DB (up to 75 FS, 75 ND & 1 DB) (Technical)-NewMaintenance",
01tWC00000FBZPJYA5,File Integrity Manager for Mid-Size Stores (up to 20 FS) (Technical)-NewMaintenance,
01tWC00000FBZPNYA5,File Integrity Manager for Network Devices (Technical)-NewMaintenance,
01tWC00000FBZPSYA5,File Integrity Manager for POS End Point Systems (Technical)-NewMaintenance,
01tWC00000FBZPXYA5,File Integrity Manager for POS Servers (Technical)-NewMaintenance,
01tWC00000FBZPbYAP,File Integrity Manager for Small Stores (up to 5 FIM-FS) (Technical)-NewMaintenance,
01tWC00000FBZPeYAP,"File Integrity Manager for Small Stores w/ND & DB (up to 5 FS, 5 ND & 1 DB) (Technical)-NewMaintenance",
01tWC00000FBZPiYAP,File Integrity Manager for VMware ESX (Technical)-NewMaintenance,
01tWC00000FBdDVYA1,FileCatalyst (Technical)-NewMaintenance,
01tWC00000FBdDXYA1,FileCatalyst Central (Technical)-NewMaintenance,
01tWC00000FBdDbYAL,FileCatalyst Central Additional Nodes (Technical)-NewMaintenance,
01tWC00000FBdDiYAL,FileCatalyst Concurrent Connections (Technical)-NewMaintenance,
01tWC00000FBdDmYAL,FileCatalyst Concurrent Connections Additional (Technical)-NewMaintenance,
01tWC00000FBdDqYAL,FileCatalyst Development Kit (Technical)-NewMaintenance,
