
===== SHEET: Tripwire Enterprise (181r x 9c) =====
製品番号 SKU	数量 Qty	製品名 Description	定価 TWKK List Price (External- Distributor list price)	50% Discount from List (Distributor Buy Price)	55% Discount from List (Distributor Buy Price)	60% Discount from List (Distributor Buy Price)	65% of Distributor Buy Price (target based upon 2013 results)	Yen Transfer Price
TEサーバー (Consoles)
173110-03-JA	1001+	File Integrity Manager for File Systems - Renewal Basic Support	12204	6102	5491.8	4881.6	3966.3	4000
173105-00-JA	1-100	File Integrity Manager for Desktops - License	18480	9240	8316	7392	6006	6000
173105-00-JA	101-250	File Integrity Manager for Desktops - License	14896.000000000002	7448.000000000001	6703.200000000001	5958.4000000000015	4841.200000000001	5000
173105-00-JA	251-500	File Integrity Manager for Desktops - License	10976.000000000002	5488.000000000001	4939.200000000001	4390.400000000001	3567.2000000000007	4000
173105-00-JA	501-1000	File Integrity Manager for Desktops - License	9296	4648	4183.2	3718.4	3021.2000000000003	3000
173105-00-JA	1001+	File Integrity Manager for Desktops - License	7280.000000000001	3640.0000000000005	3276.0000000000005	2912.0000000000005	2366.0000000000005	2000
173105-01-JA	1-100	File Integrity Manager for Desktops - Basic Support	3920.0000000000005	1960.0000000000002	1764.0000000000002	1568.0000000000002	1274.0000000000002	1000
173105-01-JA	101-250	File Integrity Manager for Desktops - Basic Support	3136.0000000000005	1568.0000000000002	1411.2000000000003	1254.4000000000003	1019.2000000000002	1000
173105-01-JA	251-500	File Integrity Manager for Desktops - Basic Support	2240	1120	1008	896	728	1000
173105-01-JA	501-1000	File Integrity Manager for Desktops - Basic Support	2016.0000000000002	1008.0000000000001	907.2000000000002	806.4000000000001	655.2	1000
173105-01-JA	1001+	File Integrity Manager for Desktops - Basic Support	1456.0000000000002	728.0000000000001	655.2000000000002	582.4000000000001	473.2000000000001	500
173105-03-JA	1-100	File Integrity Manager for Desktops - Renewal Basic Support	3780.0000000000005	1890.0000000000002	1701.0000000000002	1512.0000000000002	1228.5000000000002	1000
173105-03-JA	101-250	File Integrity Manager for Desktops - Renewal Basic Support	3024	1512	1360.8	1209.6000000000001	982.8000000000001	1000
173105-03-JA	251-500	File Integrity Manager for Desktops - Renewal Basic Support	2160	1080	972	864	702	1000
173105-03-JA	501-1000	File Integrity Manager for Desktops - Renewal Basic Support	1944.0000000000002	972.0000000000001	874.8000000000001	777.6000000000001	631.8000000000001	1000
173105-03-JA	1001+	File Integrity Manager for Desktops - Renewal Basic Support	1404	702	631.8000000000001	561.6	456.3	500
173200-00-JA	1-100	File Integrity Manager for Network Devices - License	34384	17192	15472.800000000001	13753.6	11174.800000000001	11000
173200-00-JA	101-250	File Integrity Manager for Network Devices - License	22736.000000000004	11368.000000000002	10231.200000000003	9094.400000000001	7389.200000000002	7000
173200-00-JA	251-500	File Integrity Manager for Network Devices - License	17136	8568	7711.2	6854.400000000001	5569.2	6000
173200-00-JA	501-1000	File Integrity Manager for Network Devices - License	14896.000000000002	7448.000000000001	6703.200000000001	5958.4000000000015	4841.200000000001	5000
173200-00-JA	1001+	File Integrity Manager for Network Devices - License	11424.000000000002	5712.000000000001	5140.800000000001	4569.600000000001	3712.8000000000006	4000
173200-01-JA	1-100	File Integrity Manager for Network Devices - Basic Support	7168.000000000001	3584.0000000000005	3225.6000000000004	2867.2000000000007	2329.6000000000004	2000
173200-01-JA	101-250	File Integrity Manager for Network Devices - Basic Support	4816.000000000001	2408.0000000000005	2167.2000000000003	1926.4000000000005	1565.2000000000003	2000
173200-01-JA	251-500	File Integrity Manager for Network Devices - Basic Support	3584.0000000000005	1792.0000000000002	1612.8000000000002	1433.6000000000004	1164.8000000000002	1000
173200-01-JA	501-1000	File Integrity Manager for Network Devices - Basic Support	3136.0000000000005	1568.0000000000002	1411.2000000000003	1254.4000000000003	1019.2000000000002	1000
173200-01-JA	1001+	File Integrity Manager for Network Devices - Basic Support	2352	1176	1058.4	940.8000000000001	764.4	1000
173200-03-JA	1-100	File Integrity Manager for Network Devices - Renewal Basic Support	6912	3456	3110.4	2764.8	2246.4	2000
173200-03-JA	101-250	File Integrity Manager for Network Devices - Renewal Basic Support	4644	2322	2089.8	1857.6000000000001	1509.3	2000
173200-03-JA	251-500	File Integrity Manager for Network Devices - Renewal Basic Support	3456	1728	1555.2	1382.4	1123.2	1000
173200-03-JA	501-1000	File Integrity Manager for Network Devices - Renewal Basic Support	3024	1512	1360.8	1209.6000000000001	982.8000000000001	1000
173200-03-JA	1001+	File Integrity Manager for Network Devices - Renewal Basic Support	2268	1134	1020.6	907.2	737.1	1000
173230-00-JA	1-100	File Integrity Manager for VMWare ESX - License	166656.00000000003	83328.00000000001	74995.20000000001	66662.40000000001	54163.20000000001	54000
173230-00-JA	101-250	File Integrity Manager for VMWare ESX - License	148176	74088	66679.2	59270.4	48157.200000000004	48000
173230-00-JA	251-500	File Integrity Manager for VMWare ESX - License	110880.00000000001	55440.00000000001	49896.00000000001	44352.00000000001	36036.00000000001	36000
173230-00-JA	501-1000	File Integrity Manager for VMWare ESX - License	85456.00000000001	42728.00000000001	38455.200000000004	34182.40000000001	27773.200000000004	28000
173230-00-JA	1001+	File Integrity Manager for VMWare ESX - License	59360.00000000001	29680.000000000004	26712.000000000004	23744.000000000004	19292.000000000004	19000
173230-01-JA	1-100	File Integrity Manager for VMware ESX - Basic Support	35056	17528	15775.2	14022.400000000001	11393.2	11000
173230-01-JA	101-250	File Integrity Manager for VMware ESX - Basic Support	31136.000000000004	15568.000000000002	14011.200000000003	12454.400000000001	10119.2	10000
173230-01-JA	251-500	File Integrity Manager for VMware ESX - Basic Support	23296.000000000004	11648.000000000002	10483.200000000003	9318.400000000001	7571.200000000002	8000
173230-01-JA	501-1000	File Integrity Manager for VMWare ESX - Basic Support	17920	8960	8064	7168	5824	6000
173230-01-JA	1001+	File Integrity Manager for VMWare ESX - Basic Support	12656.000000000002	6328.000000000001	5695.200000000001	5062.4000000000015	4113.200000000001	4000
173230-03-JA	1-100	File Integrity Manager for VMware ESX - Renewal Basic Support	33804	16902	15211.800000000001	13521.6	10986.300000000001	11000
173230-03-JA	101-250	File Integrity Manager for VMware ESX - Renewal Basic Support	30024.000000000004	15012.000000000002	13510.800000000001	12009.600000000002	9757.800000000001	10000
173230-03-JA	251-500	File Integrity Manager for VMware ESX - Renewal Basic Support	22464	11232	10108.800000000001	8985.6	7300.8	7000
173230-03-JA	501-1000	File Integrity Manager for VMware ESX - Renewal Basic Support	17280	8640	7776	6912	5616	6000
173230-03-JA	1001+	File Integrity Manager for VMware ESX - Renewal Basic Support	12204	6102	5491.8	4881.6	3966.3	4000
173107-00-JA	1-100	File Integrity Manager for POS Servers - License	55776.00000000001	27888.000000000004	25099.200000000004	22310.400000000005	18127.200000000004	18000
173107-00-JA	101-250	File Integrity Manager for POS Servers - License	36960	18480	16632	14784	12012	12000
173107-00-JA	251-500	File Integrity Manager for POS Servers - License	27776.000000000004	13888.000000000002	12499.200000000003	11110.400000000001	9027.2	9000
173107-00-JA	501-1000	File Integrity Manager for POS Servers - License	24080.000000000004	12040.000000000002	10836.000000000002	9632.000000000002	7826.000000000002	8000
173107-00-JA	1001+	File Integrity Manager for POS Servers - License	18480	9240	8316	7392	6006	6000
173107-01-JA	1-100	File Integrity Manager for POS Servers - Basic Support	11760.000000000002	5880.000000000001	5292.000000000001	4704.000000000001	3822.000000000001	4000
173107-01-JA	101-250	File Integrity Manager for POS Servers - Basic Support	7840.000000000001	3920.0000000000005	3528.0000000000005	3136.0000000000005	2548.0000000000005	3000
173107-01-JA	251-500	File Integrity Manager for POS Servers - Basic Support	5936.000000000001	2968.0000000000005	2671.2000000000003	2374.4000000000005	1929.2000000000003	2000
173107-01-JA	501-1000	File Integrity Manager for POS Servers - Basic Support	5040.000000000001	2520.0000000000005	2268.0000000000005	2016.0000000000005	1638.0000000000005	2000
173107-01-JA	1001+	File Integrity Manager for POS Servers - Basic Support	3920.0000000000005	1960.0000000000002	1764.0000000000002	1568.0000000000002	1274.0000000000002	1000
173107-03-JA	1-100	File Integrity Manager for POS Servers - Renewal Basic Support	11340	5670	5103	4536	3685.5	4000
173107-03-JA	101-250	File Integrity Manager for POS Servers - Renewal Basic Support	7560.000000000001	3780.0000000000005	3402.0000000000005	3024.0000000000005	2457.0000000000005	2000
173107-03-JA	251-500	File Integrity Manager for POS Servers - Renewal Basic Support	5724	2862	2575.8	2289.6	1860.3	2000
173107-03-JA	501-1000	File Integrity Manager for POS Servers - Renewal Basic Support	4860	2430	2187	1944	1579.5	2000
173107-03-JA	1001+	File Integrity Manager for POS Servers - Renewal Basic Support	3780.0000000000005	1890.0000000000002	1701.0000000000002	1512.0000000000002	1228.5000000000002	1000
173109-00-JA	1-100	File Integrity Manager for POS End Point Systems - License	18480	9240	8316	7392	6006	6000
173109-00-JA	101-250	File Integrity Manager for POS End Point Systems - License	14896.000000000002	7448.000000000001	6703.200000000001	5958.4000000000015	4841.200000000001	5000
173109-00-JA	251-500	File Integrity Manager for POS End Point Systems - License	10976.000000000002	5488.000000000001	4939.200000000001	4390.400000000001	3567.2000000000007	4000
173109-00-JA	501-1000	File Integrity Manager for POS End Point Systems - License	9296	4648	4183.2	3718.4	3021.2000000000003	3000
173109-00-JA	1001+	File Integrity Manager for POS End Point Systems - License	7280.000000000001	3640.0000000000005	3276.0000000000005	2912.0000000000005	2366.0000000000005	2000
173109-01-JA	1-100	File Integrity Manager for POS End Point Systems - Basic Support	3920.0000000000005	1960.0000000000002	1764.0000000000002	1568.0000000000002	1274.0000000000002	1000
173109-01-JA	101-250	File Integrity Manager for POS End Point Systems - Basic Support	3136.0000000000005	1568.0000000000002	1411.2000000000003	1254.4000000000003	1019.2000000000002	1000
173109-01-JA	251-500	File Integrity Manager for POS End Point Systems - Basic Support	2240	1120	1008	896	728	1000
173109-01-JA	501-1000	File Integrity Manager for POS End Point Systems - Basic Support	2016.0000000000002	1008.0000000000001	907.2000000000002	806.4000000000001	655.2	1000
173109-01-JA	1001+	File Integrity Manager for POS End Point Systems - Basic Support	1456.0000000000002	728.0000000000001	655.2000000000002	582.4000000000001	473.2000000000001	500
173109-03-JA	1-100	File Integrity Manager for POS End Point Systems - Renewal Basic Support	3780.0000000000005	1890.0000000000002	1701.0000000000002	1512.0000000000002	1228.5000000000002	1000
173109-03-JA	101-250	File Integrity Manager for POS End Point Systems - Renewal Basic Support	3024	1512	1360.8	1209.6000000000001	982.8000000000001	1000
173109-03-JA	251-500	File Integrity Manager for POS End Point Systems - Renewal Basic Support	2160	1080	972	864	702	1000
173109-03-JA	501-1000	File Integrity Manager for POS End Point Systems - Renewal Basic Support	1944.0000000000002	972.0000000000001	874.8000000000001	777.6000000000001	631.8000000000001	1000
173109-03-JA	1001+	File Integrity Manager for POS End Point Systems - Renewal Basic Support	1404	702	631.8000000000001	561.6	456.3	500
172260-00-JA	1-100	Tripwire for Directory Services - License	73696	36848	33163.200000000004	29478.4	23951.2	24000
172260-00-JA	101-250	Tripwire for Directory Services - License	58912.00000000001	29456.000000000004	26510.400000000005	23564.800000000003	19146.4	19000
172260-00-JA	251-500	Tripwire for Directory Services - License	36736	18368	16531.2	14694.400000000001	11939.2	12000
172260-00-JA	501-1000	Tripwire for Directory Services - License	31808.000000000004	15904.000000000002	14313.600000000002	12723.200000000003	10337.600000000002	10000
172260-00-JA	1001+	Tripwire for Directory Services - License	24416.000000000004	12208.000000000002	10987.200000000003	9766.400000000001	7935.200000000002	8000
172260-01-JA	1-100	Tripwire  for Directory Services - Basic Support	15568.000000000002	7784.000000000001	7005.600000000001	6227.200000000001	5059.6	5000
172260-01-JA	101-250	Tripwire  for Directory Services - Basic Support	12320.000000000002	6160.000000000001	5544.000000000001	4928.000000000001	4004.000000000001	4000
172260-01-JA	251-500	Tripwire  for Directory Services - Basic Support	7616.000000000001	3808.0000000000005	3427.2000000000003	3046.4000000000005	2475.2000000000003	2000
172260-01-JA	501-1000	Tripwire  for Directory Services - Basic Support	6608.000000000001	3304.0000000000005	2973.6000000000004	2643.2000000000007	2147.6000000000004	2000
172260-01-JA	1001+	Tripwire  for Directory Services - Basic Support	5152.000000000001	2576.0000000000005	2318.4000000000005	2060.8000000000006	1674.4000000000003	2000
172260-03-JA	1-100	Tripwire for Directory Services - Renewal Basic Support	15012.000000000002	7506.000000000001	6755.400000000001	6004.800000000001	4878.900000000001	5000
172260-03-JA	101-250	Tripwire for Directory Services - Renewal Basic Support	11880	5940	5346	4752	3861	4000
172260-03-JA	251-500	Tripwire for Directory Services - Renewal Basic Support	7344.000000000001	3672.0000000000005	3304.8000000000006	2937.6000000000004	2386.8	2000
172260-03-JA	501-1000	Tripwire for Directory Services - Renewal Basic Support	6372	3186	2867.4	2548.8	2070.9	2000
172260-03-JA	1001+	Tripwire for Directory Services - Renewal Basic Support	4968	2484	2235.6	1987.2	1614.6000000000001	2000
172310-00-JA	1-100	Tripwire  for Databases - License	73696	36848	33163.200000000004	29478.4	23951.2	24000
172310-00-JA	101-250	Tripwire  for Databases - License	58912.00000000001	29456.000000000004	26510.400000000005	23564.800000000003	19146.4	19000
172310-00-JA	251-500	Tripwire  for Databases - License	36736	18368	16531.2	14694.400000000001	11939.2	12000
172310-00-JA	501-1000	Tripwire  for Databases - License	31808.000000000004	15904.000000000002	14313.600000000002	12723.200000000003	10337.600000000002	10000
172310-00-JA	1001+	Tripwire  for Databases - License	24416.000000000004	12208.000000000002	10987.200000000003	9766.400000000001	7935.200000000002	8000
172310-01-JA	1-100	Tripwire for Databases  - Basic Support	15568.000000000002	7784.000000000001	7005.600000000001	6227.200000000001	5059.6	5000
172310-01-JA	101-250	Tripwire for Databases  - Basic Support	12320.000000000002	6160.000000000001	5544.000000000001	4928.000000000001	4004.000000000001	4000
172310-01-JA	251-500	Tripwire for Databases  - Basic Support	7616.000000000001	3808.0000000000005	3427.2000000000003	3046.4000000000005	2475.2000000000003	2000
172310-01-JA	501-1000	Tripwire for Databases  - Basic Support	6608.000000000001	3304.0000000000005	2973.6000000000004	2643.2000000000007	2147.6000000000004	2000
172310-01-JA	1001+	Tripwire for Databases  - Basic Support	5152.000000000001	2576.0000000000005	2318.4000000000005	2060.8000000000006	1674.4000000000003	2000
172310-03-JA	1-100	Tripwire for Databases - Renewal Basic Support	15012.000000000002	7506.000000000001	6755.400000000001	6004.800000000001	4878.900000000001	5000
172310-03-JA	101-250	Tripwire for Databases - Renewal Basic Support	11880	5940	5346	4752	3861	4000
172310-03-JA	251-500	Tripwire for Databases - Renewal Basic Support	7344.000000000001	3672.0000000000005	3304.8000000000006	2937.6000000000004	2386.8	2000
172310-03-JA	501-1000	Tripwire for Databases - Renewal Basic Support	6372	3186	2867.4	2548.8	2070.9	2000
172310-03-JA	1001+	Tripwire for Databases - Renewal Basic Support	4968	2484	2235.6	1987.2	1614.6000000000001	2000
150100-00-JA	1-100	Tripwire for Microsoft Exchange - License	73696	36848	33163.200000000004	29478.4	23951.2	24000
150100-00-JA	101-250	Tripwire for Microsoft Exchange - License	58912.00000000001	29456.000000000004	26510.400000000005	23564.800000000003	19146.4	19000
150100-00-JA	251-500	Tripwire for Microsoft Exchange - License	36736	18368	16531.2	14694.400000000001	11939.2	12000
150100-00-JA	501-1000	Tripwire for Microsoft Exchange - License	31808.000000000004	15904.000000000002	14313.600000000002	12723.200000000003	10337.600000000002	10000
150100-00-JA	1001+	Tripwire for Microsoft Exchange - License	24416.000000000004	12208.000000000002	10987.200000000003	9766.400000000001	7935.200000000002	8000
150100-01-JA	1-100	Tripwire for Microsoft Exchange - Basic Support	15568.000000000002	7784.000000000001	7005.600000000001	6227.200000000001	5059.6	5000
150100-01-JA	101-250	Tripwire for Microsoft Exchange - Basic Support	12320.000000000002	6160.000000000001	5544.000000000001	4928.000000000001	4004.000000000001	4000
150100-01-JA	251-500	Tripwire for Microsoft Exchange - Basic Support	7616.000000000001	3808.0000000000005	3427.2000000000003	3046.4000000000005	2475.2000000000003	2000
150100-01-JA	501-1000	Tripwire for Microsoft Exchange - Basic Support	6608.000000000001	3304.0000000000005	2973.6000000000004	2643.2000000000007	2147.6000000000004	2000
150100-01-JA	1001+	Tripwire for Microsoft Exchange - Basic Support	5152.000000000001	2576.0000000000005	2318.4000000000005	2060.8000000000006	1674.4000000000003	2000
150100-03-JA	1-100	Tripwire for Microsoft Exchange - Renewal Basic Support	15012.000000000002	7506.000000000001	6755.400000000001	6004.800000000001	4878.900000000001	5000
150100-03-JA	101-250	Tripwire for Microsoft Exchange - Renewal Basic Support	11880	5940	5346	4752	3861	4000
150100-03-JA	251-500	Tripwire for Microsoft Exchange - Renewal Basic Support	7344.000000000001	3672.0000000000005	3304.8000000000006	2937.6000000000004	2386.8	2000
150100-03-JA	501-1000	Tripwire for Microsoft Exchange - Renewal Basic Support	6372	3186	2867.4	2548.8	2070.9	2000
150100-03-JA	1001+	Tripwire for Microsoft Exchange - Renewal Basic Support	4968	2484	2235.6	1987.2	1614.6000000000001	2000
150110-00-JA	1-100	Tripwire for Microsoft IIS - License	73696	36848	33163.200000000004	29478.4	23951.2	24000
150110-00-JA	101-250	Tripwire for Microsoft IIS - License	58912.00000000001	29456.000000000004	26510.400000000005	23564.800000000003	19146.4	19000
150110-00-JA	251-500	Tripwire for Microsoft IIS - License	36736	18368	16531.2	14694.400000000001	11939.2	12000
150110-00-JA	501-1000	Tripwire for Microsoft IIS - License	31808.000000000004	15904.000000000002	14313.600000000002	12723.200000000003	10337.600000000002	10000
150110-00-JA	1001+	Tripwire for Microsoft IIS - License	24416.000000000004	12208.000000000002	10987.200000000003	9766.400000000001	7935.200000000002	8000
150110-01-JA	1-100	Tripwire for Microsoft IIS - Basic Support	15568.000000000002	7784.000000000001	7005.600000000001	6227.200000000001	5059.6	5000
150110-01-JA	101-250	Tripwire for Microsoft IIS - Basic Support	12320.000000000002	6160.000000000001	5544.000000000001	4928.000000000001	4004.000000000001	4000
150110-01-JA	251-500	Tripwire for Microsoft IIS - Basic Support	7616.000000000001	3808.0000000000005	3427.2000000000003	3046.4000000000005	2475.2000000000003	2000
150110-01-JA	501-1000	Tripwire for Microsoft IIS - Basic Support	6608.000000000001	3304.0000000000005	2973.6000000000004	2643.2000000000007	2147.6000000000004	2000
150110-01-JA	1001+	Tripwire for Microsoft IIS - Basic Support	5152.000000000001	2576.0000000000005	2318.4000000000005	2060.8000000000006	1674.4000000000003	2000
150110-03-JA	1-100	Tripwire for Microsoft IIS - Renewal Basic Support	15012.000000000002	7506.000000000001	6755.400000000001	6004.800000000001	4878.900000000001	5000
150110-03-JA	101-250	Tripwire for Microsoft IIS - Renewal Basic Support	11880	5940	5346	4752	3861	4000
150110-03-JA	251-500	Tripwire for Microsoft IIS - Renewal Basic Support	7344.000000000001	3672.0000000000005	3304.8000000000006	2937.6000000000004	2386.8	2000
150110-03-JA	501-1000	Tripwire for Microsoft IIS - Renewal Basic Support	6372	3186	2867.4	2548.8	2070.9	2000
150110-03-JA	1001+	Tripwire for Microsoft IIS - Renewal Basic Support	4968	2484	2235.6	1987.2	1614.6000000000001	2000

===== SHEET: Policy Manager (156r x 9c) =====
製品番号 SKU	数量 Qty	製品名 Description	定価 TWKK List Price (External- Distributor list price)	50% Discount from List (Distributor Buy Price)	55% Discount from List (Distributor Buy Price)	60% Discount from List (Distributor Buy Price)	65% of Distributor Buy Price (target based upon 2013 results)	Yen Transfer Price
TEサーバー (Consoles)
172000-00-JA	1	Tripwire Enterprise Console – License (per instance)	1712368.0000000002	856184.0000000001	770565.6000000001	684947.2000000002	556519.6000000001	557000
172000-01-JA	1	Tripwire Enterprise Console - Basic Support	359632.00000000006	179816.00000000003	161834.40000000002	143852.80000000002	116880.40000000002	117000
172000-03-JA	1	Tripwire Enterprise Console - Basic Support Renewal	346788	173394	156054.6	138715.2	112706.1	113000
エージェント（Nodes）
175110-00-JA	1-100	Policy Manager for File Systems - License	166656.00000000003	83328.00000000001	74995.20000000001	66662.40000000001	54163.20000000001	54000
175110-00-JA	101-250	Policy Manager for File Systems - License	148176	74088	66679.2	59270.4	48157.200000000004	48000
175110-00-JA	251-500	Policy Manager for File Systems - License	110880.00000000001	55440.00000000001	49896.00000000001	44352.00000000001	36036.00000000001	36000
175110-00-JA	501-1000	Policy Manager for File Systems - License	85456.00000000001	42728.00000000001	38455.200000000004	34182.40000000001	27773.200000000004	28000
175110-00-JA	1001+	Policy Manager for File Systems - License	59360.00000000001	29680.000000000004	26712.000000000004	23744.000000000004	19292.000000000004	19000
175110-01-JA	1-100	Policy Manager for File Systems - Basic Support	35056	17528	15775.2	14022.400000000001	11393.2	11000
175110-01-JA	101-250	Policy Manager for File Systems - Basic Support	31136.000000000004	15568.000000000002	14011.200000000003	12454.400000000001	10119.2	10000
175110-01-JA	251-500	Policy Manager for File Systems - Basic Support	23296.000000000004	11648.000000000002	10483.200000000003	9318.400000000001	7571.200000000002	8000
175110-01-JA	501-1000	Policy Manager for File Systems - Basic Support	17920	8960	8064	7168	5824	6000
175110-01-JA	1001+	Policy Manager for File Systems - Basic Support	12656.000000000002	6328.000000000001	5695.200000000001	5062.4000000000015	4113.200000000001	4000
175110-03-JA	1-100	Policy Manager for File Systems - Renewal Basic Support	33804	16902	15211.800000000001	13521.6	10986.300000000001	11000
175110-03-JA	101-250	Policy Manager for File Systems - Renewal Basic Support	30024.000000000004	15012.000000000002	13510.800000000001	12009.600000000002	9757.800000000001	10000
175110-03-JA	251-500	Policy Manager for File Systems - Renewal Basic Support	22464	11232	10108.800000000001	8985.6	7300.8	7000
175110-03-JA	501-1000	Policy Manager for File Systems - Renewal Basic Support	17280	8640	7776	6912	5616	6000
175110-03-JA	1001+	Policy Manager for File Systems - Renewal Basic Support	12204	6102	5491.8	4881.6	3966.3	4000
175105-00-JA	1-100	Policy Manager for Desktops - License	18480	9240	8316	7392	6006	6000
175105-00-JA	101-250	Policy Manager for Desktops - License	14896.000000000002	7448.000000000001	6703.200000000001	5958.4000000000015	4841.200000000001	5000
175105-00-JA	251-500	Policy Manager for Desktops - License	10976.000000000002	5488.000000000001	4939.200000000001	4390.400000000001	3567.2000000000007	4000
175105-00-JA	501-1000	Policy Manager for Desktops - License	9296	4648	4183.2	3718.4	3021.2000000000003	3000
175105-00-JA	1001+	Policy Manager for Desktops - License	7280.000000000001	3640.0000000000005	3276.0000000000005	2912.0000000000005	2366.0000000000005	2000
175105-01-JA	1-100	Policy Manager for Desktops - Basic Support	3920.0000000000005	1960.0000000000002	1764.0000000000002	1568.0000000000002	1274.0000000000002	1000
175105-01-JA	101-250	Policy Manager for Desktops - Basic Support	3136.0000000000005	1568.0000000000002	1411.2000000000003	1254.4000000000003	1019.2000000000002	1000
175105-01-JA	251-500	Policy Manager for Desktops - Basic Support	2240	1120	1008	896	728	1000
175105-01-JA	501-1000	Policy Manager for Desktops - Basic Support	2016.0000000000002	1008.0000000000001	907.2000000000002	806.4000000000001	655.2	1000
175105-01-JA	1001+	Policy Manager for Desktops - Basic Support	1456.0000000000002	728.0000000000001	655.2000000000002	582.4000000000001	473.2000000000001	500
175105-03-JA	1-100	Policy Manager for Desktops - Renewal Basic Support	3780.0000000000005	1890.0000000000002	1701.0000000000002	1512.0000000000002	1228.5000000000002	1000
175105-03-JA	101-250	Policy Manager for Desktops - Renewal Basic Support	3024	1512	1360.8	1209.6000000000001	982.8000000000001	1000
175105-03-JA	251-500	Policy Manager for Desktops - Renewal Basic Support	2160	1080	972	864	702	1000
175105-03-JA	501-1000	Policy Manager for Desktops - Renewal Basic Support	1944.0000000000002	972.0000000000001	874.8000000000001	777.6000000000001	631.8000000000001	1000
175105-03-JA	1001+	Policy Manager for Desktops - Renewal Basic Support	1404	702	631.8000000000001	561.6	456.3	500
175200-00-JA	1-100	Policy Manager for Network Devices - License	34384	17192	15472.800000000001	13753.6	11174.800000000001	11000
175200-00-JA	101-250	Policy Manager for Network Devices - License	22736.000000000004	11368.000000000002	10231.200000000003	9094.400000000001	7389.200000000002	7000
175200-00-JA	251-500	Policy Manager for Network Devices - License	17136	8568	7711.2	6854.400000000001	5569.2	6000
175200-00-JA	501-1000	Policy Manager for Network Devices - License	14896.000000000002	7448.000000000001	6703.200000000001	5958.4000000000015	4841.200000000001	5000
175200-00-JA	1001+	Policy Manager for Network Devices - License	11424.000000000002	5712.000000000001	5140.800000000001	4569.600000000001	3712.8000000000006	4000
175200-01-JA	1-100	Policy Manager for Network Devices - Basic Support	7168.000000000001	3584.0000000000005	3225.6000000000004	2867.2000000000007	2329.6000000000004	2000
175200-01-JA	101-250	Policy Manager for Network Devices - Basic Support	4816.000000000001	2408.0000000000005	2167.2000000000003	1926.4000000000005	1565.2000000000003	2000
175200-01-JA	251-500	Policy Manager for Network Devices - Basic Support	3584.0000000000005	1792.0000000000002	1612.8000000000002	1433.6000000000004	1164.8000000000002	1000
175200-01-JA	501-1000	Policy Manager for Network Devices - Basic Support	3136.0000000000005	1568.0000000000002	1411.2000000000003	1254.4000000000003	1019.2000000000002	1000
175200-01-JA	1001+	Policy Manager for Network Devices - Basic Support	2352	1176	1058.4	940.8000000000001	764.4	1000
175200-03-JA	1-100	Policy Manager for Network Devices - Renewal Basic Support	6912	3456	3110.4	2764.8	2246.4	2000
175200-03-JA	101-250	Policy Manager for Network Devices - Renewal Basic Support	4644	2322	2089.8	1857.6000000000001	1509.3	2000
175200-03-JA	251-500	Policy Manager for Network Devices - Renewal Basic Support	3456	1728	1555.2	1382.4	1123.2	1000
175200-03-JA	501-1000	Policy Manager for Network Devices - Renewal Basic Support	3024	1512	1360.8	1209.6000000000001	982.8000000000001	1000
175200-03-JA	1001+	Policy Manager for Network Devices - Renewal Basic Support	2268	1134	1020.6	907.2	737.1	1000
175230-00-JA	1-100	Policy Manager for VMWare ESX - License	166656.00000000003	83328.00000000001	74995.20000000001	66662.40000000001	54163.20000000001	54000
175230-00-JA	101-250	Policy Manager for VMWare ESX - License	148176	74088	66679.2	59270.4	48157.200000000004	48000
175230-00-JA	251-500	Policy Manager for VMWare ESX - License	110880.00000000001	55440.00000000001	49896.00000000001	44352.00000000001	36036.00000000001	36000
175230-00-JA	501-1000	Policy Manager for VMWare ESX - License	85456.00000000001	42728.00000000001	38455.200000000004	34182.40000000001	27773.200000000004	28000
175230-00-JA	1001+	Policy Manager for VMWare ESX - License	59360.00000000001	29680.000000000004	26712.000000000004	23744.000000000004	19292.000000000004	19000
175230-01-JA	1-100	Policy Manager for VMware ESX - Basic Support	35056	17528	15775.2	14022.400000000001	11393.2	11000
175230-01-JA	101-250	Policy Manager for VMware ESX - Basic Support	31136.000000000004	15568.000000000002	14011.200000000003	12454.400000000001	10119.2	10000
175230-01-JA	251-500	Policy Manager for VMware ESX - Basic Support	23296.000000000004	11648.000000000002	10483.200000000003	9318.400000000001	7571.200000000002	8000
175230-01-JA	501-1000	Policy Manager for VMWare ESX - Basic Support	17920	8960	8064	7168	5824	6000
175230-01-JA	1001+	Policy Manager for VMWare ESX - Basic Support	12656.000000000002	6328.000000000001	5695.200000000001	5062.4000000000015	4113.200000000001	4000
175230-03-JA	1-100	Policy Manager for VMware ESX - Renewal Basic Support	33804	16902	15211.800000000001	13521.6	10986.300000000001	11000
175230-03-JA	101-250	Policy Manager for VMware ESX - Renewal Basic Support	30024.000000000004	15012.000000000002	13510.800000000001	12009.600000000002	9757.800000000001	10000
175230-03-JA	251-500	Policy Manager for VMware ESX - Renewal Basic Support	22464	11232	10108.800000000001	8985.6	7300.8	7000
175230-03-JA	501-1000	Policy Manager for VMware ESX - Renewal Basic Support	17280	8640	7776	6912	5616	6000
175230-03-JA	1001+	Policy Manager for VMware ESX - Renewal Basic Support	12204	6102	5491.8	4881.6	3966.3	4000
