Product2Id,UnitPrice,Pricebook2.Name,CurrencyIsoCode
01tWC00000DD12fYAD,15000,Standard Price Book,USD
01tWC00000DD12hYAD,8250,Standard Price Book,USD
01tWC00000DD12mYAD,2750,Standard Price Book,USD
01tWC00000DD12oYAD,1000,Standard Price Book,USD
01tWC00000DD12qYAD,550,Standard Price Book,USD
01tWC00000DD12sYAD,500,Standard Price Book,USD
01tWC00000DD12uYAD,275,Standard Price Book,USD
01tWC00000DD12wYAD,500,Standard Price Book,USD
01tWC00000DD12yYAD,275,Standard Price Book,USD
01tWC00000DD130YAD,200,Standard Price Book,USD
01tWC00000DD132YAD,110,Standard Price Book,USD
01tWC00000DD13AYAT,8250,Standard Price Book,USD
01tWC00000DD13CYAT,4915,Standard Price Book,USD
01tWC00000DD13EYAT,2703,Standard Price Book,USD
01tWC00000DD13GYAT,5000,Standard Price Book,USD
01tWC00000DD13IYAT,4088,Standard Price Book,USD
01tWC00000DD13KYAT,2248,Standard Price Book,USD
01tWC00000DD13LYAT,21.6,Standard Price Book,USD
01tWC00000DD13NYAT,13860,Standard Price Book,USD
01tWC00000DD13PYAT,7623,Standard Price Book,USD
01tWC00000DD13RYAT,2100,Standard Price Book,USD
01tWC00000DD13TYAT,1155,Standard Price Book,USD
01tWC00000DD13UYAT,1250,Standard Price Book,USD
01tWC00000DD13WYAT,736,Standard Price Book,USD
01tWC00000DD13YYAT,50.4,Standard Price Book,USD
01tWC00000DD13dYAD,3024,Standard Price Book,USD
01tWC00000DD13eYAD,1663,Standard Price Book,USD
01tWC00000DD13hYAD,1575,Standard Price Book,USD
01tWC00000DD13jYAD,866,Standard Price Book,USD
01tWC00000DD13lYAD,3675,Standard Price Book,USD
01tWC00000DD13nYAD,2021,Standard Price Book,USD
01tWC00000DD13oYAD,1000,Standard Price Book,USD
01tWC00000DD13qYAD,6000,Standard Price Book,USD
01tWC00000DD13sYAD,3600,Standard Price Book,USD
01tWC00000DD13tYAD,3000,Standard Price Book,USD
01tWC00000DD13uYAD,500,Standard Price Book,USD
01tWC00000DD13vYAD,3000,Standard Price Book,USD
01tWC00000DD13xYAD,7000,Standard Price Book,USD
01tWC00000DD13zYAD,3850,Standard Price Book,USD
01tWC00000DD141YAD,1495,Standard Price Book,USD
01tWC00000DD143YAD,822,Standard Price Book,USD
01tWC00000DD145YAD,1500,Standard Price Book,USD
01tWC00000DD147YAD,825,Standard Price Book,USD
01tWC00000DD148YAD,12000,Standard Price Book,USD
01tWC00000DD149YAD,3000,Standard Price Book,USD
01tWC00000DD14BYAT,3495,Standard Price Book,USD
01tWC00000DD14DYAT,1922,Standard Price Book,USD
01tWC00000DD14EYAT,4000,Standard Price Book,USD
01tWC00000DD14FYAT,250,Standard Price Book,USD
01tWC00000DD14HYAT,19305,Standard Price Book,USD
01tWC00000DD14JYAT,21450,Standard Price Book,USD
01tWC00000DD14KYAT,1000,Standard Price Book,USD
01tWC00000DD14MYAT,1000,Standard Price Book,USD
01tWC00000DD14OYAT,4000,Standard Price Book,USD
01tWC00000DD14SYAT,1600,Standard Price Book,USD
01tWC00000DD14TYAT,2000,Standard Price Book,USD
01tWC00000DD14UYAT,2400,Standard Price Book,USD
01tWC00000DD14aYAD,12500,Standard Price Book,USD
01tWC00000DD14cYAD,6875,Standard Price Book,USD
01tWC00000DD14dYAD,58000,Standard Price Book,USD
01tWC00000DD14eYAD,3000,Standard Price Book,USD
01tWC00000DD14fYAD,750,Standard Price Book,USD
01tWC00000DD14gYAD,2000,Standard Price Book,USD
01tWC00000DD14hYAD,500,Standard Price Book,USD
01tWC00000DD14jYAD,4000,Standard Price Book,USD
01tWC00000DD14lYAD,2400,Standard Price Book,USD
01tWC00000DD14nYAD,1200,Standard Price Book,USD
01tWC00000DD14pYAD,660,Standard Price Book,USD
01tWC00000DD14qYAD,5000,Standard Price Book,USD
01tWC00000DD14rYAD,200,Standard Price Book,USD
01tWC00000DD14sYAD,10000,Standard Price Book,USD
01tWC00000DD14uYAD,1495,Standard Price Book,USD
01tWC00000DD14zYAD,275000,Standard Price Book,USD
01tWC00000DD151YAD,150000,Standard Price Book,USD
01tWC00000DD152YAD,4000,Standard Price Book,USD
01tWC00000DD153YAD,500,Standard Price Book,USD
01tWC00000DD154YAD,6600,Standard Price Book,USD
01tWC00000DD155YAD,900,Standard Price Book,USD
01tWC00000DD157YAD,1575,Standard Price Book,USD
01tWC00000DD159YAD,866.25,Standard Price Book,USD
01tWC00000DD15BYAT,5775,Standard Price Book,USD
01tWC00000DD15DYAT,3176.25,Standard Price Book,USD
01tWC00000DD15EYAT,5000,Standard Price Book,USD
01tWC00000DD15FYAT,824,Standard Price Book,USD
01tWC00000DD15GYAT,60000,Standard Price Book,USD
01tWC00000DD15HYAT,60000,Standard Price Book,USD
01tWC00000DD15IYAT,1000,Standard Price Book,USD
01tWC00000DD15JYAT,49,Standard Price Book,USD
01tWC00000DD15LYAT,4000,Standard Price Book,USD
01tWC00000DD15NYAT,5299,Standard Price Book,USD
01tWC00000DD15PYAT,2914,Standard Price Book,USD
01tWC00000DD15QYAT,35.55,Standard Price Book,USD
01tWC00000DD15RYAT,12500,Standard Price Book,USD
01tWC00000DD15UYAT,275,Standard Price Book,USD
01tWC00000DD15gYAD,2000,Standard Price Book,USD
01tWC00000DD15iYAD,500,Standard Price Book,USD
01tWC00000DD15jYAD,26,Standard Price Book,USD
01tWC00000DD15kYAD,14,Standard Price Book,USD
01tWC00000DD15lYAD,50,Standard Price Book,USD
01tWC00000DD15mYAD,50,Standard Price Book,USD
01tWC00000DD15nYAD,14,Standard Price Book,USD
01tWC00000DD15oYAD,50,Standard Price Book,USD
01tWC00000DD15sYAD,149,Standard Price Book,USD
01tWC00000DD15tYAD,34.27,Standard Price Book,USD
01tWC00000DD15uYAD,93,Standard Price Book,USD
01tWC00000DD15vYAD,48,Standard Price Book,USD
01tWC00000DD15xYAD,199,Standard Price Book,USD
01tWC00000DD15yYAD,45.77,Standard Price Book,USD
01tWC00000DD15zYAD,124,Standard Price Book,USD
01tWC00000DD160YAD,10,Standard Price Book,USD
01tWC00000DD162YAD,40,Standard Price Book,USD
01tWC00000DD163YAD,9.2,Standard Price Book,USD
01tWC00000DD164YAD,23,Standard Price Book,USD
01tWC00000DD165YAD,17,Standard Price Book,USD
01tWC00000DD167YAD,69,Standard Price Book,USD
01tWC00000DD168YAD,15.87,Standard Price Book,USD
01tWC00000DD169YAD,42,Standard Price Book,USD
01tWC00000DD16EYAT,12000,Standard Price Book,USD
01tWC00000DD16FYAT,2760,Standard Price Book,USD
01tWC00000DD16GYAT,7440,Standard Price Book,USD
01tWC00000DD16IYAT,2008,Standard Price Book,USD
01tWC00000DD16KYAT,16620,Standard Price Book,USD
01tWC00000DD16MYAT,34750,Standard Price Book,USD
01tWC00000DD16NYAT,7992.5,Standard Price Book,USD
01tWC00000DD16OYAT,21540,Standard Price Book,USD
01tWC00000DD16RYAT,4200,Standard Price Book,USD
01tWC00000DD16SYAT,966,Standard Price Book,USD
01tWC00000DD16TYAT,895,Standard Price Book,USD
01tWC00000DD16UYAT,2340,Standard Price Book,USD
01tWC00000DD16VYAT,2340,Standard Price Book,USD
01tWC00000DD16WYAT,275,Standard Price Book,USD
01tWC00000DD16XYAT,49,Standard Price Book,USD
01tWC00000DD16aYAD,1823,Standard Price Book,USD
01tWC00000DD16cYAD,1003.05,Standard Price Book,USD
01tWC00000DD16dYAD,264,Standard Price Book,USD
01tWC00000DD16jYAD,5000,Standard Price Book,USD
01tWC00000DD16lYAD,2200,Standard Price Book,USD
01tWC00000DD16nYAD,2500,Standard Price Book,USD
01tWC00000DD16pYAD,1000,Standard Price Book,USD
01tWC00000DD17PYAT,2180,Standard Price Book,USD
01tWC00000DD17QYAT,1198.8,Standard Price Book,USD
01tWC00000DD17RYAT,500,Standard Price Book,USD
01tWC00000DD17TYAT,2520,Standard Price Book,USD
01tWC00000DD17UYAT,1386,Standard Price Book,USD
01tWC00000DD17XYAT,2394,Standard Price Book,USD
01tWC00000DD17ZYAT,1476,Standard Price Book,USD
01tWC00000DD17aYAD,2500,Standard Price Book,USD
01tWC00000DD17bYAD,10000,Standard Price Book,USD
01tWC00000DD17cYAD,5900,Standard Price Book,USD
01tWC00000DD17gYAD,600,Standard Price Book,USD
01tWC00000DD17hYAD,850,Standard Price Book,USD
01tWC00000DD17iYAD,350,Standard Price Book,USD
01tWC00000DD17jYAD,10500,Standard Price Book,USD
01tWC00000DD17lYAD,6132,Standard Price Book,USD
01tWC00000DD17nYAD,3373,Standard Price Book,USD
01tWC00000DD17oYAD,39.24,Standard Price Book,USD
01tWC00000DD18GYAT,23.1,Standard Price Book,USD
01tWC00000DD18IYAT,12.71,Standard Price Book,USD
01tWC00000DD18OYAT,23.1,Standard Price Book,USD
01tWC00000DD18RYAT,5.73,Standard Price Book,USD
01tWC00000DD18UYAT,9.45,Standard Price Book,USD
01tWC00000DD18WYAT,5.2,Standard Price Book,USD
01tWC00000DD18YYAT,26250,Standard Price Book,USD
01tWC00000DD18aYAD,14438,Standard Price Book,USD
01tWC00000DD18cYAD,26250,Standard Price Book,USD
01tWC00000DD18eYAD,14438,Standard Price Book,USD
01tWC00000DD18hYAD,25000,Standard Price Book,USD
01tWC00000DD18iYAD,29000,Standard Price Book,USD
01tWC00000DD18jYAD,262.5,Standard Price Book,USD
01tWC00000DD18kYAD,2362.5,Standard Price Book,USD
01tWC00000DD18lYAD,1050,Standard Price Book,USD
01tWC00000DD18mYAD,73500,Standard Price Book,USD
01tWC00000DD18nYAD,138000,Standard Price Book,USD
01tWC00000DD18qYAD,60000,Standard Price Book,USD
01tWC00000DD18tYAD,7.88,Standard Price Book,USD
01tWC00000DD18vYAD,4.33,Standard Price Book,USD
01tWC00000DD191YAD,22.91,Standard Price Book,USD
01tWC00000DD193YAD,12.6,Standard Price Book,USD
01tWC00000DD194YAD,1890,Standard Price Book,USD
01tWC00000DD195YAD,9450,Standard Price Book,USD
01tWC00000DD199YAD,20000,Standard Price Book,USD
01tWC00000DD19AYAT,5000,Standard Price Book,USD
01tWC00000DD19CYAT,20000,Standard Price Book,USD
01tWC00000DD19FYAT,2200,Standard Price Book,USD
01tWC00000DD19HYAT,1210,Standard Price Book,USD
01tWC00000DD19IYAT,1050,Standard Price Book,USD
01tWC00000DD19JYAT,1000,Standard Price Book,USD
01tWC00000DD19PYAT,135,Standard Price Book,USD
01tWC00000DD19RYAT,59.99,Standard Price Book,USD
01tWC00000DD19VYAT,350,Standard Price Book,USD
01tWC00000DD19XYAT,2000,Standard Price Book,USD
01tWC00000DD19ZYAT,2500,Standard Price Book,USD
01tWC00000DD19bYAD,1375,Standard Price Book,USD
01tWC00000DD19fYAD,250,Standard Price Book,USD
01tWC00000DD19lYAD,250,Standard Price Book,USD
01tWC00000DD19mYAD,360000,Standard Price Book,USD
01tWC00000DD19nYAD,3500,Standard Price Book,USD
01tWC00000DD19xYAD,3650,Standard Price Book,USD
01tWC00000DD19zYAD,2008,Standard Price Book,USD
01tWC00000DD1A1YAL,1095,Standard Price Book,USD
01tWC00000DD1A3YAL,602,Standard Price Book,USD
01tWC00000DD1A4YAL,0.2,Standard Price Book,USD
01tWC00000DD1A5YAL,0.2,Standard Price Book,USD
01tWC00000DD1A7YAL,12.1,Standard Price Book,USD
01tWC00000DD1AAYA1,16.55,Standard Price Book,USD
01tWC00000DD1ACYA1,9.1,Standard Price Book,USD
01tWC00000DD1AEYA1,16.55,Standard Price Book,USD
01tWC00000DD1AGYA1,9.1,Standard Price Book,USD
01tWC00000DD1AIYA1,16.55,Standard Price Book,USD
01tWC00000DD1AKYA1,9.1,Standard Price Book,USD
01tWC00000DD1AMYA1,3640,Standard Price Book,USD
01tWC00000DD1AOYA1,2002,Standard Price Book,USD
01tWC00000DD1AQYA1,16.55,Standard Price Book,USD
01tWC00000DD1ASYA1,9.1,Standard Price Book,USD
01tWC00000DD1AUYA1,2500,Standard Price Book,USD
01tWC00000DD1AWYA1,1000,Standard Price Book,USD
01tWC00000DD1AbYAL,2100,Standard Price Book,USD
01tWC00000DD1AdYAL,1155,Standard Price Book,USD
01tWC00000DD1AeYAL,8000,Standard Price Book,USD
01tWC00000DD1AfYAL,99000,Standard Price Book,USD
01tWC00000DD1AgYAL,5000,Standard Price Book,USD
01tWC00000DD1AhYAL,10000,Standard Price Book,USD
01tWC00000DD1AiYAL,25000,Standard Price Book,USD
01tWC00000DD1AjYAL,50000,Standard Price Book,USD
01tWC00000DD1AkYAL,12,Standard Price Book,USD
01tWC00000DD1AsYAL,100,Standard Price Book,USD
01tWC00000DD1AuYAL,42,Standard Price Book,USD
01tWC00000DD1AvYAL,3000,Standard Price Book,USD
01tWC00000DD1AwYAL,50000,Standard Price Book,USD
01tWC00000DD1B1YAL,1629,Standard Price Book,USD
01tWC00000DD1B7YAL,6000,Standard Price Book,USD
01tWC00000DD1B9YAL,3300,Standard Price Book,USD
01tWC00000DD1BAYA1,1237.5,Standard Price Book,USD
01tWC00000DD1BBYA1,577.5,Standard Price Book,USD
01tWC00000DD1BCYA1,1237.5,Standard Price Book,USD
01tWC00000DD1BEYA1,24760,Standard Price Book,USD
01tWC00000DD1BGYA1,13618,Standard Price Book,USD
01tWC00000DD1BOYA1,4495,Standard Price Book,USD
01tWC00000DD1BPYA1,1033.85,Standard Price Book,USD
01tWC00000DD1BQYA1,2340,Standard Price Book,USD
01tWC00000DD1BRYA1,144,Standard Price Book,USD
01tWC00000DD1BSYA1,625,Standard Price Book,USD
01tWC00000DD1BTYA1,144,Standard Price Book,USD
01tWC00000DD1BUYA1,325,Standard Price Book,USD
01tWC00000DD1BWYA1,1645,Standard Price Book,USD
01tWC00000DD1BXYA1,378.35,Standard Price Book,USD
01tWC00000DD1BYYA1,895,Standard Price Book,USD
01tWC00000DD1BcYAL,4.8,Standard Price Book,USD
01tWC00000DD1BdYAL,16900,Standard Price Book,USD
01tWC00000DD1BeYAL,70000,Standard Price Book,USD
01tWC00000DD1BgYAL,3.3,Standard Price Book,USD
01tWC00000DD1BiYAL,50000,Standard Price Book,USD
01tWC00000DD1BkYAL,33200,Standard Price Book,USD
01tWC00000DD1BlYAL,14900,Standard Price Book,USD
01tWC00000DD1BmYAL,19900,Standard Price Book,USD
01tWC00000DD1BnYAL,3.3,Standard Price Book,USD
01tWC00000DD1BoYAL,1.6,Standard Price Book,USD
01tWC00000DD1C1YAL,19.5,Standard Price Book,USD
01tWC00000DD1C7YAL,1930,Standard Price Book,USD
01tWC00000DD1C9YAL,1062,Standard Price Book,USD
01tWC00000DD1CBYA1,360,Standard Price Book,USD
01tWC00000DD1CEYA1,2600,Standard Price Book,USD
01tWC00000DD1CFYA1,1137,Standard Price Book,USD
01tWC00000DD1CHYA1,6594,Standard Price Book,USD
01tWC00000DD1CIYA1,9027.6,Standard Price Book,USD
01tWC00000DD1CKYA1,4066.8,Standard Price Book,USD
01tWC00000DD1CNYA1,14638.8,Standard Price Book,USD
01tWC00000DD1COYA1,8044.8,Standard Price Book,USD
01tWC00000DD1CbYAL,36000,Standard Price Book,USD
01tWC00000DD1CcYAL,225,Standard Price Book,USD
01tWC00000DD1CeYAL,3500,Standard Price Book,USD
01tWC00000DD1CfYAL,975,Standard Price Book,USD
01tWC00000DD1CgYAL,1,Standard Price Book,USD
01tWC00000DD1CiYAL,7731,Standard Price Book,USD
01tWC00000DD1ClYAL,17730,Standard Price Book,USD
01tWC00000DD1CoYAL,1800,Standard Price Book,USD
01tWC00000DD1CrYAL,11802,Standard Price Book,USD
01tWC00000DD1CuYAL,12261,Standard Price Book,USD
01tWC00000DD1CxYAL,995,Standard Price Book,USD
01tWC00000DD1D3YAL,1000,Standard Price Book,USD
01tWC00000DD1D9YAL,16.55,Standard Price Book,USD
01tWC00000DD1DBYA1,9.1,Standard Price Book,USD
01tWC00000DD1DDYA1,16.55,Standard Price Book,USD
01tWC00000DD1DFYA1,9.1,Standard Price Book,USD
01tWC00000DD1DHYA1,16.55,Standard Price Book,USD
01tWC00000DD1DJYA1,9.1,Standard Price Book,USD
01tWC00000DD1DNYA1,16.55,Standard Price Book,USD
01tWC00000DD1DPYA1,9.1,Standard Price Book,USD
01tWC00000DD1DSYA1,7500,Standard Price Book,USD
01tWC00000DD1DUYA1,4125,Standard Price Book,USD
01tWC00000DD1DfYAL,5000,Standard Price Book,USD
01tWC00000DD1DhYAL,240,Standard Price Book,USD
01tWC00000DD1DjYAL,92.4,Standard Price Book,USD
01tWC00000DD1DoYAL,500,Standard Price Book,USD
01tWC00000DD1DqYAL,955.65,Standard Price Book,USD
01tWC00000DD1DrYAL,65,Standard Price Book,USD
01tWC00000DD1DsYAL,61.44,Standard Price Book,USD
01tWC00000DD1DtYAL,27354,Standard Price Book,USD
01tWC00000DD1DuYAL,1554,Standard Price Book,USD
01tWC00000DD1DvYAL,777,Standard Price Book,USD
01tWC00000DD1E0YAL,27354,Standard Price Book,USD
01tWC00000DD1E1YAL,16868.4,Standard Price Book,USD
01tWC00000DD1E3YAL,1554,Standard Price Book,USD
01tWC00000DD1E4YAL,958.8,Standard Price Book,USD
01tWC00000DD1E5YAL,5994,Standard Price Book,USD
01tWC00000DD1E7YAL,1208,Standard Price Book,USD
01tWC00000DD1E8YAL,5176.8,Standard Price Book,USD
01tWC00000DD1EAYA1,8394,Standard Price Book,USD
01tWC00000DD1ECYA1,2999,Standard Price Book,USD
01tWC00000DD1EDYA1,2400,Standard Price Book,USD
01tWC00000DD1EHYA1,9598.8,Standard Price Book,USD
01tWC00000DD1EJYA1,5916,Standard Price Book,USD
01tWC00000DD1EMYA1,1624.8,Standard Price Book,USD
01tWC00000DD1EOYA1,2634,Standard Price Book,USD
01tWC00000DD1EQYA1,15750,Standard Price Book,USD
01tWC00000DD1EWYA1,6000,Standard Price Book,USD
01tWC00000DD1EYYA1,2750,Standard Price Book,USD
01tWC00000DD1EZYA1,11998.8,Standard Price Book,USD
01tWC00000DD1EbYAL,5500,Standard Price Book,USD
01tWC00000DD1EcYAL,1950,Standard Price Book,USD
01tWC00000DD1EdYAL,6500,Standard Price Book,USD
01tWC00000DD1EfYAL,12500,Standard Price Book,USD
01tWC00000DD1EgYAL,2750,Standard Price Book,USD
01tWC00000DD1EhYAL,5935,Standard Price Book,USD
01tWC00000DD1EkYAL,12000,Standard Price Book,USD
01tWC00000DD1ElYAL,55000,Standard Price Book,USD
01tWC00000DD1EmYAL,24000,Standard Price Book,USD
01tWC00000DD1EsYAL,1074,Standard Price Book,USD
01tWC00000DD1EtYAL,662.4,Standard Price Book,USD
01tWC00000DD1EvYAL,2814,Standard Price Book,USD
01tWC00000DD1ExYAL,1735.2,Standard Price Book,USD
01tWC00000DD1EyYAL,958.8,Standard Price Book,USD
01tWC00000DD1EzYAL,4794,Standard Price Book,USD
01tWC00000DD1F3YAL,414,Standard Price Book,USD
01tWC00000DD1F4YAL,82.8,Standard Price Book,USD
01tWC00000DD1F7YAL,1074,Standard Price Book,USD
01tWC00000DD1F9YAL,662.4,Standard Price Book,USD
01tWC00000DD1FBYA1,1194,Standard Price Book,USD
01tWC00000DD1FCYA1,736.8,Standard Price Book,USD
01tWC00000DD1FEYA1,4595,Standard Price Book,USD
01tWC00000DD1FGYA1,1106.4,Standard Price Book,USD
01tWC00000DD1FHYA1,919,Standard Price Book,USD
01tWC00000DD1FKYA1,4794,Standard Price Book,USD
01tWC00000DD1FLYA1,2956.8,Standard Price Book,USD
01tWC00000DD1FPYA1,3995,Standard Price Book,USD
01tWC00000DD1FQYA1,2464,Standard Price Book,USD
01tWC00000DD1FVYA1,1074,Standard Price Book,USD
01tWC00000DD1FXYA1,662.4,Standard Price Book,USD
01tWC00000DD1FYYA1,7995,Standard Price Book,USD
01tWC00000DD1FaYAL,1995,Standard Price Book,USD
01tWC00000DD1FeYAL,2634,Standard Price Book,USD
01tWC00000DD1FgYAL,1624.8,Standard Price Book,USD
01tWC00000DD1FhYAL,15750,Standard Price Book,USD
01tWC00000DD1FkYAL,2211,Standard Price Book,USD
01tWC00000DD1FlYAL,1794,Standard Price Book,USD
01tWC00000DD1FnYAL,1099,Standard Price Book,USD
01tWC00000DD1FoYAL,5495,Standard Price Book,USD
01tWC00000DD1FpYAL,9228,Standard Price Book,USD
01tWC00000DD1FrYAL,2500,Standard Price Book,USD
01tWC00000DD1FtYAL,598.5,Standard Price Book,USD
01tWC00000DD1FuYAL,2992.5,Standard Price Book,USD
01tWC00000DD1G0YAL,1074,Standard Price Book,USD
01tWC00000DD1G1YAL,662.4,Standard Price Book,USD
01tWC00000DD1G2YAL,3515,Standard Price Book,USD
01tWC00000DD1G6YAL,333,Standard Price Book,USD
01tWC00000DD1G7YAL,330,Standard Price Book,USD
01tWC00000DD1GBYA1,3995,Standard Price Book,USD
01tWC00000DD1GCYA1,2464,Standard Price Book,USD
01tWC00000DD1GDYA1,2065,Standard Price Book,USD
01tWC00000DD1GEYA1,3515,Standard Price Book,USD
01tWC00000DD1GGYA1,5495,Standard Price Book,USD
01tWC00000DD1GIYA1,4066.8,Standard Price Book,USD
01tWC00000DD1GKYA1,1497,Standard Price Book,USD
01tWC00000DD1GcYAL,1575,Standard Price Book,USD
01tWC00000DD1GeYAL,866.25,Standard Price Book,USD
01tWC00000DD1GjYAL,5775,Standard Price Book,USD
01tWC00000DD1GlYAL,3176.25,Standard Price Book,USD
01tWC00000DD1GnYAL,0.2,Standard Price Book,USD
01tWC00000DD1GoYAL,2925,Standard Price Book,USD
01tWC00000DD1GvYAL,12000,Standard Price Book,USD
